21.772508,12.017323,18.247900,28.494165,11.111009,17.680951,14.812802,14.556172,17.142408,28.482051;54.431271,30.043307,45.619750,71.235411,27.777524,44.202377,37.032006,36.390430,42.856019,71.205128
23.033937,12.921243,23.879259,22.512272,10.874468,25.958477,29.724214,18.734896,16.894977,10.976122;57.584842,32.303107,59.698146,56.280681,27.186170,64.896191,74.310535,46.837241,42.237443,27.440306
20.078216,20.618503,17.582475,25.378148,15.650225,22.985455,28.443676,16.613438,26.268783,25.752712;50.195539,51.546257,43.956187,63.445371,39.125563,57.463637,71.109191,41.533594,65.671956,64.381780
24.938972,28.890469,28.394285,14.461486,20.195344,25.754804,20.449038,22.347839,21.164814,24.619841;62.347430,72.226173,70.985711,36.153715,50.488359,64.387010,51.122596,55.869597,52.912035,61.549601
15.856593,18.999317,14.805642,15.265270,27.831651,21.722797,28.773492,22.361598,15.014381,12.050749;39.641482,47.498292,37.014106,38.163174,69.579129,54.306991,71.933731,55.903994,37.535952,30.126873
14.582791,29.058568,23.788417,24.157455,23.138438,25.579349,21.609391,20.064603,27.574626,17.858985;36.456978,72.646421,59.471041,60.393637,57.846096,63.948372,54.023478,50.161507,68.936565,44.647464
20.398064,25.326242,16.724332,22.519702,16.538040,16.222137,22.921568,18.673833,12.057731,14.723019;50.995159,63.315606,41.810830,56.299256,41.345100,40.555342,57.303920,46.684582,30.144327,36.807548
25.373104,22.558724,16.294006,15.840863,11.564760,13.438877,24.425607,11.788972,28.356244,18.593539;63.432759,56.396810,40.735015,39.602157,28.911899,33.597192,61.064017,29.472429,70.890610,46.483848
18.460512,14.378486,19.935293,10.797394,21.296330,10.982859,27.445625,27.200495,16.765159,29.480609;46.151280,35.946214,49.838233,26.993486,53.240825,27.457148,68.614062,68.001238,41.912897,73.701523
15.188891,16.915890,28.059099,10.254017,12.644456,17.761253,26.812420,14.265326,28.704688,29.396008;37.972228,42.289726,70.147747,25.635043,31.611140,44.403133,67.031051,35.663315,71.761720,73.490019
26.048314,23.392865,19.432059,28.889562,21.829617,14.534955,23.676874,16.412857,24.978371,29.962864;65.120785,58.482163,48.580148,72.223906,54.574043,36.337388,59.192184,41.032143,62.445927,74.907160
25.415235,23.715968,27.353341,21.610193,22.522096,12.222944,14.273884,10.727395,18.890899,16.531618;63.538087,59.289920,68.383353,54.025484,56.305239,30.557360,35.684711,26.818488,47.227246,41.329045
29.927683,16.289139,26.184397,19.229012,21.742829,19.551910,21.049073,13.506331,21.744897,13.096031;74.819208,40.722848,65.460992,48.072530,54.357073,48.879776,52.622682,33.765827,54.362243,32.740077
21.550947,22.565447,17.295495,22.731160,27.825869,15.070364,15.727187,12.508384,20.571475,26.415327;53.877367,56.413617,43.238738,56.827900,69.564673,37.675910,39.317967,31.270959,51.428689,66.038318
12.466363,22.614515,17.402087,16.391445,25.913887,16.034096,22.149234,19.239445,15.851854,26.648379;31.165908,56.536287,43.505217,40.978614,64.784717,40.085241,55.373084,48.098612,39.629635,66.620948
11.601363,28.764924,29.489477,22.142209,29.149899,16.613011,28.024303,10.007312,19.665600,12.949495;29.003407,71.912311,73.723692,55.355521,72.874748,41.532527,70.060757,25.018281,49.164001,32.373737
29.473580,24.695934,25.047712,10.666272,12.352122,15.226065,27.867160,29.441223,29.881478,16.935725;73.683950,61.739836,62.619281,26.665680,30.880306,38.065163,69.667900,73.603057,74.703694,42.339313
25.707057,18.669846,16.956425,11.107771,26.388829,12.120807,10.121481,15.500847,28.855426,23.485187;64.267644,46.674615,42.391062,27.769428,65.972072,30.302017,25.303702,38.752118,72.138565,58.712966
21.612369,15.859779,18.777339,17.965304,12.746110,29.055234,17.200893,26.739548,10.826715,18.476612;54.030922,39.649448,46.943348,44.913259,31.865274,72.638085,43.002233,66.848870,27.066786,46.191529
13.488170,24.399759,14.640133,14.142750,14.322642,29.533411,17.636980,22.705778,10.931281,14.641368;33.720425,60.999398,36.600333,35.356874,35.806605,73.833527,44.092450,56.764445,27.328202,36.603419
20.141746,13.709492,13.029971,28.136113,29.854998,17.801629,26.536211,29.081154,27.876841,26.820125;50.354365,34.273729,32.574929,70.340281,74.637495,44.504072,66.340528,72.702884,69.692103,67.050313
28.030761,17.920798,23.855333,14.089716,11.257056,22.447718,23.760392,15.935703,21.431237,16.324451;70.076903,44.801996,59.638333,35.224291,28.142639,56.119295,59.400979,39.839257,53.578092,40.811128
10.813967,16.587209,24.186993,27.206218,20.017972,29.895192,18.572803,15.346905,19.459038,13.216907;27.034916,41.468022,60.467483,68.015544,50.044931,74.737979,46.432007,38.367263,48.647594,33.042267
11.887163,12.135715,24.697873,17.091841,21.612672,15.977109,24.273619,17.209724,24.369191,29.906475;29.717908,30.339287,61.744681,42.729601,54.031680,39.942772,60.684047,43.024310,60.922976,74.766187
22.037554,13.970078,23.135148,23.967141,19.193608,13.153183,18.435716,21.921087,16.446630,26.614576;55.093886,34.925195,57.837871,59.917853,47.984019,32.882958,46.089291,54.802718,41.116575,66.536441
22.651145,14.936669,26.799445,26.733416,19.061448,17.895175,29.231906,10.163566,17.968774,19.755445;56.627863,37.341673,66.998614,66.833541,47.653621,44.737937,73.079765,25.408915,44.921934,49.388614
25.325215,12.699018,11.298414,23.448899,19.644138,19.908358,16.269673,16.470019,28.182026,19.006732;63.313037,31.747546,28.246034,58.622248,49.110346,49.770896,40.674183,41.175048,70.455066,47.516831
16.513352,11.798647,26.206393,17.991179,23.106286,21.336870,10.062437,23.027030,16.341947,15.318677;41.283380,29.496618,65.515982,44.977949,57.765715,53.342175,25.156093,57.567574,40.854867,38.296692
17.739002,11.310707,29.971868,23.220878,14.583446,11.845092,14.819573,28.051393,14.346960,19.590455;44.347505,28.276767,74.929669,58.052195,36.458615,29.612729,37.048933,70.128483,35.867399,48.976138
19.394382,16.126068,18.787437,16.137201,15.500259,12.774948,13.330949,19.878948,11.731670,28.536778;48.485955,40.315169,46.968592,40.343002,38.750649,31.937369,33.327373,49.697370,29.329176,71.341945
11.992494,26.116623,23.189100,19.047282,20.667247,20.533295,22.593621,22.931289,13.836615,26.034641;29.981234,65.291557,57.972749,47.618205,51.668118,51.333237,56.484053,57.328222,34.591537,65.086603
16.647579,29.765758,19.474338,24.937219,23.399177,25.911840,15.450869,15.678303,24.345115,13.692742;41.618947,74.414394,48.685845,62.343047,58.497941,64.779600,38.627171,39.195756,60.862787,34.231856
24.033615,15.200860,10.570589,28.959305,29.923379,25.589665,29.788028,19.751059,12.559653,19.287346;60.084037,38.002150,26.426473,72.398262,74.808448,63.974164,74.470070,49.377648,31.399133,48.218364
27.311687,18.707481,13.441617,10.085928,23.049937,17.393793,17.521984,18.826849,20.322477,16.002292;68.279219,46.768703,33.604044,25.214821,57.624842,43.484481,43.804960,47.067123,50.806192,40.005731
23.145273,25.059029,24.042576,22.102369,10.765333,13.903002,16.613634,22.856668,14.348079,11.538196;57.863183,62.647574,60.106439,55.255923,26.913331,34.757505,41.534085,57.141670,35.870196,28.845490
14.378035,16.243512,29.462662,16.183810,28.924950,18.211237,10.206672,16.201380,13.104137,29.881651;35.945088,40.608779,73.656654,40.459525,72.312375,45.528093,25.516680,40.503450,32.760342,74.704127
17.056216,18.003048,21.958458,28.230359,12.659740,10.843348,18.020779,21.914154,28.393586,15.875516;42.640541,45.007621,54.896145,70.575896,31.649351,27.108371,45.051948,54.785384,70.983965,39.688791
22.547137,17.471933,22.129073,26.927774,24.038914,17.857478,21.437373,14.995475,24.546935,16.866583;56.367842,43.679832,55.322682,67.319434,60.097284,44.643696,53.593433,37.488687,61.367337,42.166457
14.175808,29.283364,18.287202,14.591304,26.367404,17.208870,20.030481,24.953482,26.636998,17.889420;35.439520,73.208409,45.718004,36.478261,65.918510,43.022175,50.076203,62.383706,66.592494,44.723549
20.335400,22.803042,27.379018,22.002367,29.993388,12.583526,15.867413,19.537587,12.591649,14.562469;50.838500,57.007605,68.447545,55.005918,74.983469,31.458815,39.668532,48.843969,31.479122,36.406173
17.259381,21.174413,28.545607,15.197530,26.649501,13.502518,27.596844,15.592655,26.989520,26.134320;43.148451,52.936033,71.364018,37.993825,66.623751,33.756295,68.992110,38.981638,67.473800,65.335801
10.372930,24.566560,26.333157,12.324409,19.771128,16.948968,25.477820,15.705735,26.487934,13.461222;25.932324,61.416399,65.832893,30.811022,49.427819,42.372420,63.694550,39.264337,66.219835,33.653054
21.784632,28.777999,27.910040,22.124524,25.847566,26.723351,21.202822,10.013902,15.025503,18.638972;54.461580,71.944998,69.775101,55.311310,64.618916,66.808376,53.007055,25.034755,37.563757,46.597430
14.414606,26.350934,17.564581,23.310304,28.716266,18.529622,22.103201,29.391689,17.293019,23.288952;36.036514,65.877335,43.911453,58.275761,71.790664,46.324056,55.258002,73.479221,43.232548,58.222379
29.228792,25.673149,23.465129,26.814445,18.417086,24.074747,19.625732,26.411520,18.747804,27.199477;73.071981,64.182872,58.662823,67.036113,46.042714,60.186867,49.064331,66.028799,46.869510,67.998692
24.625871,14.932437,11.636819,27.058175,23.731043,29.162212,29.701112,20.694452,28.119609,19.532972;61.564677,37.331092,29.092046,67.645437,59.327608,72.905531,74.252780,51.736131,70.299022,48.832431
23.791411,20.407818,11.521729,18.125195,18.604257,23.186245,14.367823,11.621773,19.353433,24.573434;59.478528,51.019545,28.804323,45.312987,46.510644,57.965614,35.919559,29.054433,48.383584,61.433586
18.791549,21.255872,29.806226,29.146308,16.736365,13.109116,18.341582,21.089540,10.595042,27.334125;46.978872,53.139680,74.515566,72.865771,41.840913,32.772790,45.853956,52.723851,26.487606,68.335314
28.793432,10.005217,18.776100,10.223355,14.690310,24.139684,23.883287,15.302417,16.531472,11.864679;71.983580,25.013043,46.940251,25.558388,36.725775,60.349210,59.708218,38.256042,41.328681,29.661697
26.097793,20.055701,18.680594,24.180672,21.105280,15.100076,11.504011,21.782048,23.484841,21.760268;65.244484,50.139252,46.701486,60.451679,52.763199,37.750189,28.760028,54.455119,58.712104,54.400671
19.078930,21.259541,14.617656,12.895248,23.541917,17.081410,20.209446,23.894133,21.905859,20.122215;47.697324,53.148853,36.544140,32.238121,58.854791,42.703526,50.523615,59.735333,54.764647,50.305538
16.749935,18.588713,25.875573,12.831350,22.162037,28.612576,22.728875,10.955413,23.966923,15.142191;41.874836,46.471781,64.688934,32.078374,55.405092,71.531441,56.822188,27.388533,59.917306,37.855476
16.398706,24.903495,15.778568,12.487081,20.281620,17.750237,29.572195,15.836355,21.846851,21.427129;40.996765,62.258736,39.446420,31.217702,50.704050,44.375593,73.930488,39.590887,54.617128,53.567822
18.449661,11.078097,25.740735,22.601540,20.176388,21.353723,16.183817,24.942719,16.733217,27.667088;46.124153,27.695242,64.351839,56.503851,50.440969,53.384308,40.459543,62.356799,41.833043,69.167719
25.765680,20.768195,24.833409,24.794412,18.895892,27.008197,19.890697,28.963151,25.955764,12.660892;64.414199,51.920487,62.083522,61.986030,47.239730,67.520493,49.726743,72.407877,64.889409,31.652229
13.660386,29.224380,25.125230,29.007070,23.425333,13.721092,15.796839,11.164156,10.881324,15.591177;34.150966,73.060951,62.813074,72.517675,58.563332,34.302731,39.492098,27.910391,27.203311,38.977942
23.186851,22.668543,20.502920,13.825629,20.238120,24.966605,18.396538,24.749588,23.729355,29.114520;57.967126,56.671356,51.257300,34.564072,50.595300,62.416513,45.991346,61.873971,59.323387,72.786301
14.513234,12.318738,12.679322,28.930469,19.848659,24.964273,16.218703,10.154106,22.312433,17.151467;36.283085,30.796844,31.698305,72.326172,49.621649,62.410681,40.546758,25.385264,55.781084,42.878667
22.529490,10.602600,22.845461,26.763223,17.902720,18.746844,11.697656,21.627549,27.433640,14.138142;56.323724,26.506500,57.113653,66.908057,44.756801,46.867110,29.244139,54.068874,68.584099,35.345354
12.497541,23.480544,23.606226,28.602403,26.576394,13.562007,28.984813,13.992457,14.353613,10.170439;31.243852,58.701359,59.015564,71.506007,66.440985,33.905018,72.462031,34.981142,35.884033,25.426097
25.001800,10.297800,12.844930,10.613112,26.173910,10.942919,23.323630,19.120649,26.059928,17.168778;62.504499,25.744500,32.112325,26.532780,65.434776,27.357298,58.309074,47.801622,65.149819,42.921945
