11.887304;21.933937,16.287627,15.479480,26.337420,10.060836,11.773284,13.243215,28.796543,25.909327,19.775906;50.678017
14.326612;27.278956,27.531893,22.624655,26.136637,25.187833,26.658834,22.063296,10.227524,15.786047,12.644690;59.430567
11.942254;25.208261,11.698195,17.744078,24.530720,13.602515,13.181600,12.384202,13.295654,24.221407,27.070810;50.149378
11.825948;17.048998,13.411846,22.977397,19.231291,22.720778,29.831509,27.961744,14.180163,20.461811,16.374283;51.984852
13.472346;15.862004,22.574576,20.553603,13.408492,25.622238,16.616950,13.999443,15.419030,20.842124,27.015391;54.872251
18.067066;18.732137,11.512523,14.019943,14.602649,23.648427,27.043297,14.502214,25.015355,24.929250,20.245921;66.592837
17.125978;17.863079,29.677730,22.040571,13.582140,27.743469,18.196747,18.588806,24.768561,15.379606,24.837812;66.082796
10.956434;27.428759,17.767372,15.317845,19.620845,11.911449,13.699348,16.794675,22.776221,24.316213,12.363136;47.590672
10.704764;24.259089,28.094437,16.390535,15.809917,27.710020,13.878752,11.195917,21.649515,14.666398,23.997561;48.527124
14.008640;21.492539,12.191292,16.870808,28.529360,14.438519,14.801180,14.060098,29.761946,27.961002,14.102210;56.442495
12.032717;27.245414,15.191586,28.794221,22.858786,13.670930,20.720706,15.796596,21.484789,27.639948,19.601607;53.382252
18.610912;18.553473,23.745235,19.107218,14.906906,18.361075,18.341256,16.716094,19.993319,25.317850,24.537234;68.485246
11.001877;16.305614,27.922119,29.613804,21.456034,14.923647,25.991287,22.343998,22.854381,21.970835,15.035590;51.346422
12.046391;22.906754,25.006629,11.931006,20.560202,23.634207,10.172262,29.991193,17.781882,14.081600,24.517345;52.174287
18.311871;19.950654,22.544382,27.151193,18.867931,17.395366,26.038284,10.784334,10.530023,14.360071,15.405710;66.082473
14.135283;21.686870,17.446524,11.723516,17.218482,16.991067,20.643956,19.401456,12.570893,19.401134,23.466891;55.393287
16.772150;26.630136,18.145342,18.781659,16.343733,17.267249,25.256171,25.062542,10.281995,21.451306,20.815113;63.933900
14.070881;12.546030,17.458352,29.595660,21.326317,17.744835,26.743121,26.537702,15.642018,17.060900,25.985930;58.241288
16.984074;15.572610,23.442806,26.271911,27.134377,21.886863,15.318577,27.030237,25.992315,29.849837,18.337276;67.543865
14.848040;22.335183,27.905117,12.577754,13.291978,16.497976,21.586265,26.124383,14.015165,15.610913,10.637595;57.178333
18.123860;25.554132,18.506110,29.946511,22.001674,17.485832,18.431464,22.961484,17.915126,13.086276,27.628499;68.661362
11.744848;16.842685,28.053920,19.235629,15.002604,21.469733,21.359602,21.907657,16.941026,19.692381,10.411108;50.453755
12.317836;23.308860,16.022732,17.525897,21.323201,27.588718,17.784242,19.696514,23.151865,13.461157,13.433768;52.124286
16.321747;29.359583,25.484439,16.394761,20.896313,13.794341,14.778078,10.486694,10.697478,25.720019,22.845205;61.850060
14.825258;20.617057,21.507014,15.324277,11.894096,16.668549,20.219942,22.767558,19.054998,13.386465,17.788081;56.985949
16.350020;10.336925,18.554347,14.281957,24.784236,19.997740,24.315401,18.331198,25.332339,24.016460,21.660490;63.036160
17.278692;22.992034,13.350732,22.455751,22.781797,22.368691,23.375658,26.634329,25.245726,27.514045,15.076576;67.376264
12.681131;19.285384,23.069191,12.405342,10.179193,15.901366,25.696399,20.700927,19.596294,27.647282,16.290964;52.780061
18.684859;13.395820,29.653630,15.375722,21.144769,16.056411,17.557823,26.164793,26.832110,17.597874,23.101050;69.400147
17.983018;28.279103,20.505430,19.189449,25.330453,22.914987,13.775893,24.490761,19.082892,11.164763,21.231070;67.554024
10.835427;18.751818,15.750547,20.711938,28.879704,28.769584,28.087031,28.486678,10.626566,24.572930,21.173409;51.669587
14.070790;13.445816,26.020717,22.254473,22.502367,20.262969,27.515707,12.891744,25.413109,12.197096,21.662695;57.593643
13.733824;16.473055,26.765594,29.371277,11.312451,16.397894,20.612603,13.910518,14.392123,13.094324,28.564445;55.423987
10.007161;15.324953,14.753307,26.331330,26.060392,16.530438,20.294805,28.882014,19.665773,18.331922,14.520496;47.087444
14.158049;16.644373,18.542852,22.559209,22.078525,11.109330,16.278440,13.667083,26.725607,19.143170,18.262594;55.896242
15.659601;12.207072,13.250376,12.950731,27.468685,13.912610,18.670386,21.333007,18.047289,16.971871,18.973235;58.527530
12.289183;15.136866,28.156794,11.991710,13.046561,21.724465,11.316761,27.480556,16.953464,17.003712,18.708872;50.874934
18.723817;26.636974,14.234795,15.244550,24.636808,16.976195,27.479293,28.374395,18.146626,23.654688,21.911340;70.539110
14.438228;29.838140,11.871567,21.779718,26.915519,16.408228,10.166114,24.354529,12.554928,25.651062,18.973671;57.946918
14.186263;27.136303,27.342587,16.432643,26.439073,29.690984,28.014713,18.236032,11.382808,27.461140,29.699666;61.649251
14.917499;13.705958,14.006324,12.336872,14.999444,21.137379,22.746550,12.635110,26.812980,14.962301,13.531540;55.981193
14.491910;17.262071,18.217915,12.210589,16.662907,28.788593,10.112062,12.428861,15.628899,26.943614,17.759881;55.831314
18.622466;14.620071,10.683029,15.188512,17.777275,29.983120,15.947112,19.383721,23.979608,12.505566,24.803559;67.043323
16.474912;29.216308,19.366955,17.280814,15.784406,13.586195,17.676007,15.662600,20.981411,23.530558,15.362725;62.032078
19.677054;14.413149,12.475522,24.279975,20.031944,12.141766,29.067565,26.474988,13.275954,10.510226,19.004596;69.360204
11.694704;19.091129,22.282856,29.899973,22.855725,28.769991,13.524741,23.856276,29.681539,13.870933,12.381021;52.858177
12.702971;26.879659,16.950582,23.066865,17.102021,18.444389,28.245068,29.782510,20.196777,17.457736,13.024329;54.872421
12.546245;10.002695,25.881105,22.633340,14.757467,18.340446,27.103968,20.101073,24.219977,15.327888,12.297427;52.432150
10.225949;15.711167,22.870754,25.425208,18.963694,11.434564,25.493820,10.731013,18.835095,19.939286,15.257924;46.031125
15.697372;20.599255,28.816219,11.494216,23.688385,26.260577,12.284909,22.899928,15.015746,21.245966,25.787153;62.052665
11.968396;11.616374,26.101131,27.134773,14.908300,10.505916,13.237359,25.028526,13.995768,26.450825,10.572955;49.876184
15.550050;23.314819,23.559314,22.706407,10.723718,20.949680,23.821227,28.715318,11.626167,23.563854,16.360959;61.409272
10.070698;13.196016,25.856864,18.520810,27.693486,15.122277,15.524744,23.665023,11.869001,17.896615,11.662014;45.277430
17.940684;18.946902,24.897695,12.497313,15.152219,28.918810,21.045930,28.788653,19.663450,22.443274,25.362173;68.623351
13.976253;18.198028,13.030166,11.863465,12.022759,27.548778,22.619345,24.407549,19.615662,14.410581,24.339635;55.746228
10.150922;11.058503,13.865290,17.108563,18.588214,23.558288,24.568365,18.365939,13.848978,10.640357,24.975048;45.035059
10.755894;16.351708,14.550397,15.748643,26.406512,25.800223,22.812329,10.864889,23.971120,27.472750,12.879052;48.575497
10.289091;16.447649,25.525056,18.404474,14.119583,24.732065,16.042905,14.405838,25.508042,21.045142,24.410047;47.786807
18.630175;10.013055,21.774905,11.720687,14.636521,10.115787,28.462855,12.838316,20.289878,20.577991,18.749219;65.493358
12.584942;12.566507,17.571629,23.361046,21.178810,28.564432,13.565927,13.576036,22.228893,22.598747,26.096418;53.593200
15.154188;29.712075,11.058421,21.595020,18.081287,26.607370,17.961004,10.560879,14.917674,11.699664,28.773614;58.982171
19.679481;27.995181,20.680040,19.105304,15.022259,11.644796,24.706332,26.558352,17.555822,12.947146,21.070074;70.927234
11.714496;16.876583,28.415102,22.611691,10.555052,23.128177,25.564971,28.547745,12.810872,17.303899,17.961990;51.663849
15.889975;24.987871,27.804449,21.582993,28.062545,24.899773,12.545811,15.632727,13.428258,10.484501,29.847472;62.652578
17.444079;24.755743,11.537609,25.659490,29.261924,18.456747,19.658563,11.979840,17.448215,27.573736,26.505215;66.893906
17.339873;14.362452,20.191964,16.674790,27.697369,16.997889,13.667548,12.894204,23.933144,26.610135,24.305900;65.083223
12.106208;13.398548,12.167901,24.992593,29.235648,20.327989,16.069842,17.033162,13.606174,17.632739,19.935027;50.705481
11.166450;22.122502,24.718020,22.740251,13.380101,13.095030,21.330578,12.241398,15.306464,15.750835,23.210090;48.305651
18.214693;18.839108,15.828621,26.873052,24.373733,17.185654,14.358684,14.609934,23.405144,16.294957,24.189432;67.132564
14.779008;23.065508,12.047445,10.548203,18.384463,17.514306,22.779588,11.636114,22.700925,10.549875,25.595071;56.429669
