10.981027,17.039890,34.685619,32.343595,23.390556,17.918322,10.910204,16.894723,13.197252,12.514510;-4.333435,-3.268314,-0.619531,-4.543830,-3.292993,-1.531661,-4.597473,-0.086071,-1.103964,-2.520401;27.378829,33.437693,51.083422,48.741397,39.788359,34.316124,27.308006,33.292526,29.595054,28.912312
34.935855,39.975389,16.919087,29.387900,29.322705,31.777218,31.641693,33.162422,24.876777,26.681167;-4.850299,-4.741883,-0.318158,-3.185142,-2.294844,-0.209311,-0.074744,-1.940184,-2.084458,-1.313801;62.702594,67.742128,44.685826,57.154639,57.089444,59.543957,59.408432,60.929161,52.643516,54.447906
31.253224,28.137592,16.114953,14.480207,13.478074,24.345523,22.450278,36.800047,20.737569,15.704608;-2.564723,-2.493746,-0.817787,-1.769515,-4.757776,-4.399945,-0.765685,-2.945710,-4.321042,-4.414033;50.678435,47.562803,35.540164,33.905418,32.903285,43.770735,41.875489,56.225258,40.162780,35.129819
31.319611,16.354221,28.374932,21.212884,26.108900,20.861352,10.662769,32.185828,17.358437,20.404850;-0.201798,-3.494119,-1.157791,-0.351792,-2.483014,-2.351663,-3.005621,-2.808464,-4.908005,-1.106095;51.617153,36.651763,48.672474,41.510426,46.406442,41.158894,30.960311,52.483370,37.655979,40.702392
31.080477,39.031367,37.013861,32.433823,28.095957,21.727092,28.601398,26.762613,32.695911,27.985875;-1.450015,-4.849716,-4.245798,-3.940606,-3.305308,-0.451057,-4.172641,-0.869338,-1.954808,-0.346408;59.064745,67.015635,64.998129,60.418091,56.080225,49.711360,56.585666,54.746881,60.680179,55.970143
35.388759,29.259086,23.534213,37.184329,15.596550,12.770320,19.370884,17.925133,20.835997,18.540054;-1.698222,-2.842397,-4.843754,-0.697921,-3.295660,-2.962478,-4.455107,-4.330453,-0.014920,-3.580279;55.557173,49.427500,43.702626,57.352743,35.764964,32.938734,39.539298,38.093546,41.004411,38.708468
28.916238,20.057399,26.024253,33.607091,21.099071,20.661952,27.968573,19.057476,27.371256,27.346987;-1.536635,-3.029071,-1.357613,-0.292618,-3.476139,-1.583879,-0.650708,-3.539889,-0.270451,-0.590987;52.494468,43.635629,49.602484,57.185322,44.677302,44.240183,51.546804,42.635707,50.949487,50.925218
21.158479,21.687028,14.709813,33.271022,14.489499,38.944444,21.642203,11.377332,25.675871,15.666160;-0.310012,-2.556126,-2.216583,-2.521521,-4.479504,-2.438871,-2.307153,-4.407927,-1.311033,-1.125301;40.653261,41.181809,34.204595,52.765804,33.984281,58.439226,41.136985,30.872114,45.170653,35.160941
25.482331,36.725977,21.638658,28.280128,17.378157,30.955745,27.773385,28.719273,37.251253,37.563740;-2.847284,-0.611535,-4.561384,-2.098384,-0.082094,-3.189920,-3.427123,-0.380159,-0.453497,-2.009008;52.693157,63.936803,48.849484,55.490954,44.588982,58.166571,54.984211,55.930098,64.462078,64.774566
22.319867,25.897702,26.426211,14.247173,30.057707,28.666375,28.312483,34.349446,20.716103,27.385462;-3.325371,-1.273886,-2.369431,-2.604291,-3.780727,-1.022320,-4.024244,-0.893239,-4.364814,-1.717734;45.620114,49.197949,49.726458,37.547420,53.357955,51.966622,51.612730,57.649693,44.016351,50.685709
11.690745,13.615670,14.499917,37.828113,19.617038,33.793472,15.829784,18.974863,19.322945,29.485992;-0.792964,-3.369783,-4.649709,-4.057830,-4.879973,-3.878907,-2.219352,-0.318270,-3.268132,-3.889501;30.024157,31.949081,32.833329,56.161525,37.950450,52.126884,34.163196,37.308275,37.656356,47.819404
37.792861,26.658481,22.826528,32.325213,29.510571,10.778949,31.151609,17.977368,22.157772,14.163632;-4.648150,-3.670434,-1.378842,-0.104372,-3.631850,-4.694946,-4.392087,-3.513254,-1.410700,-2.264023;59.356293,48.221913,44.389960,53.888645,51.074004,32.342381,52.715041,39.540800,43.721205,35.727064
38.673341,38.779406,30.122801,36.812608,28.049304,14.047786,36.407493,13.774453,37.819739,13.846525;-3.234725,-2.226558,-3.093522,-2.529885,-2.644576,-3.126804,-0.626952,-2.388419,-2.217651,-3.328427;64.964935,65.071000,56.414394,63.104201,54.340898,40.339380,62.699087,40.066047,64.111332,40.138119
25.884767,31.066630,16.986340,12.744364,18.272909,32.259520,28.227144,29.699475,22.832162,20.864992;-3.300431,-0.507299,-1.176078,-2.459489,-2.529413,-4.616321,-2.906213,-3.754932,-1.537218,-2.027417;47.287116,52.468978,38.388688,34.146713,39.675258,53.661868,49.629493,51.101824,44.234511,42.267340
25.556169,37.128502,38.127156,10.549300,23.752912,16.119237,29.877966,25.600188,35.210071,22.044217;-2.313484,-1.264050,-3.235344,-1.232377,-4.267702,-3.333951,-3.618548,-2.799249,-2.616762,-3.953379;49.089257,60.661589,61.660244,34.082387,47.286000,39.652324,53.411053,49.133276,58.743158,45.577304
17.678171,25.319138,27.160033,15.164668,24.973007,13.736756,24.399837,38.688961,35.945600,11.365783;-3.908989,-1.925445,-3.138824,-4.736717,-0.874162,-4.199018,-3.116881,-1.110335,-1.091103,-4.255810;38.285638,45.926605,47.767500,35.772135,45.580474,34.344223,45.007304,59.296428,56.553067,31.973250
35.358668,20.647592,17.018075,20.237522,30.084946,28.185227,27.553971,29.210910,23.116587,26.142846;-1.406608,-4.336223,-2.526924,-0.665990,-3.596932,-0.152217,-1.431967,-2.600733,-1.812238,-4.506002;58.810719,44.099643,40.470126,43.689574,53.536998,51.637278,51.006022,52.662961,46.568638,49.594897
37.689979,34.574637,31.213526,36.230377,27.977275,26.886726,19.155521,32.600740,31.399612,16.321088;-1.094191,-3.923310,-1.045640,-1.112738,-1.373579,-3.309902,-3.652026,-4.221075,-0.042866,-3.045250;64.812869,61.697528,58.336417,63.353268,55.100165,54.009617,46.278412,59.723630,58.522503,43.443979
37.556568,35.562772,38.188943,16.646774,34.064654,36.829802,10.400165,33.277552,21.128108,16.407753;-2.353200,-3.084465,-1.682195,-3.857172,-0.019902,-1.353293,-2.931452,-1.400569,-3.135175,-1.160898;63.465045,61.471249,64.097420,42.555251,59.973132,62.738279,36.308642,59.186029,47.036585,42.316230
32.333560,22.324429,23.328148,20.307989,12.349420,23.695876,29.902414,35.905045,22.646437,26.138835;-2.813100,-3.026137,-2.269282,-2.684579,-3.966534,-1.165582,-0.337586,-3.582375,-4.204245,-2.200198;54.601813,44.592682,45.596401,42.576242,34.617673,45.964129,52.170668,58.173298,44.914691,48.407088
11.994033,30.839479,10.556270,38.829050,38.284176,29.571754,32.536193,21.948659,11.185456,20.605207;-1.265036,-4.501387,-0.417533,-2.886579,-1.555179,-3.306117,-0.253345,-4.462110,-1.754849,-4.788480;34.109999,52.955445,32.672236,60.945016,60.400142,51.687720,54.652159,44.064625,33.301422,42.721173
32.931869,16.434481,35.975868,12.152562,20.626063,35.586929,38.393172,25.508883,24.801162,14.688840;-1.489278,-4.035582,-1.199372,-4.942169,-3.534106,-2.051354,-4.316704,-0.436905,-0.200049,-1.148486;56.306452,39.809064,59.350450,35.527145,44.000645,58.961512,61.767755,48.883466,48.175745,38.063423
35.387324,20.862600,25.464223,15.430670,12.810825,23.462288,22.995564,27.550086,25.898369,10.825036;-0.915532,-2.333873,-4.389717,-3.970948,-2.637100,-4.163729,-4.283598,-0.441380,-0.877141,-0.081101;55.046610,40.521886,45.123510,35.089956,32.470111,43.121574,42.654850,47.209372,45.557655,30.484323
33.012402,34.857428,27.635132,32.292371,30.890477,31.673572,25.630811,25.192810,10.897511,17.922051;-2.402238,-4.721412,-2.941788,-1.675772,-2.865316,-1.417669,-3.203851,-4.742621,-0.735722,-3.329146;57.209305,59.054331,51.832035,56.489274,55.087380,55.870475,49.827714,49.389713,35.094414,42.118954
28.732256,16.893028,30.718429,12.856535,21.398474,32.680068,34.187779,37.398172,20.562166,37.043975;-3.967985,-2.566740,-3.305233,-1.859293,-3.114937,-3.015493,-0.940603,-2.921283,-2.177671,-4.267745;53.165646,41.326418,55.151819,37.289926,45.831864,57.113458,58.621169,61.831562,44.995556,61.477365
38.732991,33.931472,23.239942,38.362669,16.994391,24.176067,22.526079,16.802872,10.785386,20.032917;-0.758953,-3.080528,-1.412770,-3.093187,-1.507630,-4.764458,-3.440891,-0.984770,-1.465234,-2.324047;61.008223,56.206704,45.515173,60.637900,39.269623,46.451298,44.801310,39.078103,33.060618,42.308149
19.797513,17.284630,30.138749,35.986603,39.304940,37.007765,11.584987,31.218105,13.336577,35.520335;-0.828452,-4.328611,-4.836873,-1.584116,-1.735615,-2.713013,-0.674791,-1.609034,-0.048320,-1.213691;44.958282,42.445399,55.299518,61.147372,64.465709,62.168534,36.745755,56.378874,38.497346,60.681104
36.778117,19.915102,27.780516,16.237102,21.062076,32.570744,18.821859,18.435480,31.548315,26.329013;-2.048009,-3.648885,-1.547440,-3.383360,-0.989514,-1.626872,-0.520878,-2.167160,-1.266864,-3.226714;59.683380,42.820365,50.685779,39.142365,43.967338,55.476007,41.727122,41.340743,54.453578,49.234276
32.021734,31.267565,21.991980,16.682686,15.200684,38.199891,37.801970,35.807356,18.607889,12.847080;-3.101125,-1.571684,-0.736158,-0.251191,-2.032368,-3.935464,-1.688850,-3.531197,-1.952272,-1.236811;56.060906,55.306736,46.031152,40.721858,39.239856,62.239062,61.841142,59.846528,42.647061,36.886252
35.789259,17.656994,31.182818,33.629428,10.726761,31.186561,34.294853,36.604869,34.035479,25.758946;-4.053074,-0.228683,-3.398718,-3.758975,-3.451415,-2.599742,-4.633113,-0.660812,-0.039144,-3.660629;62.227425,44.095160,57.620984,60.067595,37.164928,57.624727,60.733020,63.043035,60.473645,52.197112
33.331444,12.305654,35.483425,20.422754,35.479119,15.890072,37.543817,22.485945,12.786604,14.732821;-0.119172,-1.772854,-4.403095,-3.423846,-0.254462,-2.207927,-3.653276,-4.773023,-0.000486,-0.148040;55.301992,34.276201,57.453972,42.393301,57.449666,37.860620,59.514364,44.456492,34.757152,36.703368
26.978620,23.187545,32.946671,20.339929,38.558470,24.410563,28.638991,31.551511,36.980694,14.357037;-0.991237,-4.320140,-2.994309,-0.285298,-2.048561,-4.083481,-2.982850,-4.282613,-1.103345,-0.352235;52.429216,48.638141,58.397267,45.790525,64.009066,49.861159,54.089587,57.002108,62.431290,39.807633
12.789369,27.298475,26.298225,25.092102,35.536670,36.566823,11.230032,26.314346,38.699274,18.059636;-0.179398,-3.396564,-4.842485,-1.837466,-1.638572,-1.136167,-3.154173,-0.159510,-1.156191,-2.480021;36.579810,51.088916,50.088666,48.882543,59.327110,60.357264,35.020473,50.104787,62.489715,41.850077
35.367945,35.067045,17.632582,14.778654,12.587359,22.023477,38.916878,33.680279,21.277339,35.765736;-0.944194,-0.141877,-2.630398,-2.873390,-2.156570,-0.692989,-2.909618,-4.537828,-2.376600,-3.688454;59.782482,59.481583,42.047119,39.193191,37.001897,46.438014,63.331415,58.094817,45.691877,60.180273
14.196375,34.786498,17.263032,28.984563,26.025019,10.218148,32.864996,31.634067,39.116627,13.161396;-4.344855,-2.088777,-3.614975,-1.066729,-3.511221,-4.081006,-4.285873,-2.917285,-0.238405,-1.014959;36.305039,56.895162,39.371696,51.093226,48.133682,32.326811,54.973660,53.742731,61.225290,35.270060
21.622794,34.743757,29.584526,27.421409,21.694768,16.674045,22.151315,24.364150,13.708849,11.014418;-1.616903,-1.904930,-1.597408,-0.783001,-0.308612,-3.633596,-4.094345,-3.951338,-0.930315,-0.361390;42.002613,55.123576,49.964346,47.801228,42.074588,37.053864,42.531135,44.743970,34.088668,31.394237
36.030997,36.742536,30.696885,19.262716,29.101617,18.465958,27.335516,24.114697,39.461310,17.347277;-1.449617,-4.237680,-2.283906,-1.543120,-3.500865,-2.081122,-3.057494,-2.817633,-4.419482,-3.641993;60.983656,61.695196,55.649544,44.215376,54.054276,43.418618,52.288176,49.067356,64.413969,42.299937
39.974307,39.236431,28.243223,35.595217,13.334739,30.662899,13.664018,10.242617,18.670934,14.694562;-1.570042,-2.740150,-2.574856,-1.572235,-0.127424,-3.502779,-4.049337,-4.386705,-0.714469,-2.790350;62.003367,61.265491,50.272283,57.624277,35.363799,52.691959,35.693078,32.271677,40.699994,36.723622
11.744278,33.981587,17.876672,14.595312,36.716685,39.305096,24.837974,18.226254,39.817946,14.714580;-4.431796,-2.478037,-2.955250,-0.603273,-1.703991,-1.996521,-3.528176,-4.222709,-0.648981,-1.335350;34.535508,56.772817,40.667902,37.386542,59.507915,62.096326,47.629204,41.017484,62.609176,37.505810
26.955612,10.969027,13.387813,38.638236,29.648210,15.575179,11.908456,15.986350,25.713943,17.100980;-4.630305,-1.705013,-4.566637,-3.067831,-1.031255,-4.728053,-1.127451,-3.248011,-4.107535,-3.570144;44.365769,28.379184,30.797970,56.048393,47.058367,32.985336,29.318613,33.396507,43.124100,34.511137
20.424527,35.149507,27.034424,28.945544,34.766143,15.737746,21.097544,20.592241,28.192876,36.860988;-1.607423,-1.177659,-0.339954,-1.767141,-3.772267,-1.474906,-3.675472,-0.922733,-1.580517,-3.864777;45.286396,60.011375,51.896293,53.807412,59.628012,40.599615,45.959413,45.454110,53.054745,61.722856
10.584640,39.057537,24.903504,31.465663,27.439733,29.204569,10.977919,36.677993,26.948988,25.916042;-1.386317,-0.512003,-1.687305,-4.444889,-1.578046,-3.234329,-1.413382,-3.137504,-2.466481,-2.177674;34.698506,63.171402,49.017370,55.579529,51.553599,53.318434,35.091784,60.791859,51.062854,50.029908
36.253058,12.747435,34.890950,15.441680,17.528163,34.808512,32.783401,17.421706,30.217869,10.229285;-2.984332,-4.908775,-2.085730,-4.952795,-3.480133,-4.426015,-2.648946,-0.650154,-4.456309,-2.689138;57.157031,33.651408,55.794923,36.345653,38.432136,55.712485,53.687375,38.325679,51.121843,31.133259
24.913036,35.593061,34.243062,36.201676,19.093240,17.646017,13.982325,22.745541,10.469843,17.903957;-0.355799,-1.494907,-2.156282,-2.209863,-0.571918,-4.240199,-4.652546,-3.309690,-4.151889,-0.702772;45.807625,56.487650,55.137651,57.096265,39.987829,38.540606,34.876915,43.640130,31.364432,38.798547
13.984984,32.760402,33.101176,17.174786,34.680063,21.370925,32.903107,38.669717,18.620554,27.182108;-4.023099,-3.459502,-3.831220,-2.828220,-0.469210,-4.809515,-3.863642,-0.211838,-2.065154,-2.145426;38.259083,57.034502,57.375275,41.448885,58.954163,45.645025,57.177206,62.943817,42.894654,51.456207
37.190436,30.805702,20.178533,35.865784,29.102160,24.777624,21.330338,13.547143,19.417240,35.822359;-4.846786,-1.104583,-0.902608,-1.501338,-3.582284,-3.053630,-3.216773,-4.546521,-0.395796,-0.232400;61.655895,55.271162,44.643993,60.331244,53.567619,49.243084,45.795798,38.012603,43.882700,60.287819
13.841700,19.454124,27.865175,33.730874,39.191056,27.101077,23.244994,32.774764,26.194705,23.574355;-2.511606,-4.115708,-1.522265,-0.487531,-4.681932,-2.366446,-4.587818,-2.052811,-3.965265,-2.487244;37.661119,43.273544,51.684595,57.550294,63.010476,50.920497,47.064414,56.594183,50.014125,47.393775
10.365169,12.854956,30.749298,33.381966,12.272997,27.832237,10.607141,17.730079,32.837371,10.281434;-1.233847,-3.509088,-3.685186,-1.489632,-4.327701,-0.582263,-0.235050,-2.680226,-3.450409,-2.688696;27.868225,30.358011,48.252353,50.885022,29.776052,45.335292,28.110196,35.233134,50.340426,27.784489
24.764848,20.005014,35.272324,23.860302,20.104677,25.799649,20.217532,33.868442,27.004244,14.114394;-3.434471,-2.087475,-3.374678,-4.749870,-4.982422,-2.492426,-1.217738,-3.940450,-4.876718,-4.477372;45.702629,40.942795,56.210105,44.798082,41.042457,46.737430,41.155313,54.806223,47.942025,35.052175
18.324725,24.974377,37.706698,28.543641,12.581718,39.539821,28.309065,35.787472,28.115419,10.211858;-3.079280,-1.485581,-2.721164,-1.826730,-1.683242,-4.356080,-1.851580,-3.101832,-4.791582,-3.437871;41.900710,48.550363,61.282683,52.119626,36.157703,63.115806,51.885050,59.363458,51.691405,33.787843
35.749421,36.130519,16.040059,17.740570,23.380175,21.014743,19.071611,11.420375,24.791070,23.630262;-2.477180,-1.329062,-2.056596,-1.474828,-2.214930,-0.156915,-0.573051,-4.638114,-4.210825,-3.112873;56.421864,56.802962,36.712502,38.413013,44.052618,41.687186,39.744054,32.092818,45.463513,44.302705
23.417471,18.518146,29.172439,16.967786,22.356993,34.927683,29.091567,13.905420,16.396102,21.488040;-4.636403,-3.242979,-3.379517,-4.593085,-1.136077,-1.932706,-3.190342,-4.018545,-1.701999,-0.192889;43.239181,38.339856,48.994150,36.789497,42.178704,54.749393,48.913278,33.727131,36.217813,41.309751
36.298789,17.828141,18.243993,14.788781,12.480374,11.410747,14.072263,23.053221,28.439189,25.034090;-4.049858,-0.858117,-4.039538,-3.819145,-4.858153,-4.573433,-1.702728,-1.363066,-0.203181,-4.663844;53.450642,34.979993,35.395845,31.940634,29.632226,28.562600,31.224116,40.205074,45.591041,42.185943
21.635483,16.596131,19.164102,13.898400,19.335118,39.075405,22.751819,20.304972,26.937341,14.679352;-0.993992,-3.623885,-4.825557,-4.067985,-3.060283,-0.229375,-4.772809,-4.094877,-3.227715,-3.703407;39.813307,34.773955,37.341925,32.076224,37.512941,57.253229,40.929643,38.482796,45.115165,32.857176
29.768821,20.051283,34.643950,13.220668,15.052931,34.072179,22.938295,28.400888,14.508398,28.655541;-1.017496,-3.142590,-2.501537,-1.093552,-4.740490,-2.543931,-2.688836,-3.506103,-3.724151,-3.781420;51.026105,41.308568,55.901234,34.477952,36.310216,55.329464,44.195580,49.658173,35.765682,49.912825
11.012464,33.910695,31.608731,36.729863,29.080741,11.220610,23.762563,21.393053,30.295202,39.296310;-0.179434,-0.836354,-4.314683,-3.638439,-4.078349,-1.274053,-1.326233,-1.358595,-2.948922,-4.416833;35.406297,58.304528,56.002565,61.123697,53.474574,35.614443,48.156397,45.786887,54.689036,63.690143
26.043480,31.947041,16.501891,23.407947,23.314861,18.274207,39.971644,22.830447,20.398766,20.705882;-2.057375,-0.956893,-0.431761,-1.937686,-1.432633,-3.534900,-2.474857,-1.500171,-1.973537,-4.210759;48.332040,54.235601,38.790451,45.696507,45.603421,40.562766,62.260204,45.119007,42.687326,42.994442
11.576593,37.080274,26.511040,19.053980,23.762669,11.940155,14.396705,22.221699,13.084683,19.479102;-4.952075,-4.838041,-3.404857,-2.840252,-3.313532,-3.320720,-2.202733,-1.233211,-2.931724,-2.640086;28.319559,53.823241,43.254007,35.796947,40.505636,28.683122,31.139672,38.964666,29.827650,36.222069
27.450891,32.899245,32.866139,25.610715,24.881537,21.581069,24.565178,27.288001,38.812225,32.228248;-1.904816,-0.375105,-1.460698,-4.316301,-2.532575,-2.367377,-3.555604,-4.313378,-2.500879,-1.020570;53.834485,59.282839,59.249734,51.994309,51.265131,47.964664,50.948773,53.671595,65.195820,58.611842
32.096498,16.037085,25.785217,28.109313,29.523904,19.333757,35.081472,12.944912,38.955788,30.644633;-4.487658,-3.753884,-1.568552,-4.919907,-4.594207,-2.417632,-4.088750,-2.463751,-1.664944,-3.362820;55.615545,39.556133,49.304265,51.628361,53.042951,42.852804,58.600520,36.463960,62.474835,54.163680
33.295942,25.152934,23.382422,20.462086,15.603332,12.830999,23.055175,23.454270,22.209356,33.074603;-2.595374,-2.576934,-3.765094,-1.097324,-3.717126,-3.140269,-3.683335,-4.765340,-1.122675,-3.352719;53.566435,45.423427,43.652915,40.732579,35.873825,33.101492,43.325668,43.724763,42.479849,53.345096
35.940263,18.292006,30.603338,34.325034,17.585761,29.835340,33.817869,14.806864,24.875730,10.253765;-2.087994,-1.268397,-1.161100,-2.667294,-3.463520,-3.714014,-1.742055,-1.892398,-1.984830,-2.073615;58.768339,41.120081,53.431413,57.153110,40.413837,52.663416,56.645945,37.634940,47.703806,33.081841
35.534805,32.355157,20.709293,39.270013,35.858491,14.814396,35.671873,39.461544,18.703823,18.308527;-2.989294,-0.512802,-2.197003,-1.993691,-0.789783,-0.970801,-1.142551,-3.684561,-2.904241,-3.855726;62.499552,59.319904,47.674039,66.234760,62.823238,41.779143,62.636620,66.426291,45.668570,45.273274
20.869810,15.273871,25.500023,24.572253,30.910451,17.518274,23.932512,29.394157,34.231395,21.124139;-1.925380,-1.319443,-0.637002,-3.298960,-1.105638,-3.960948,-4.927271,-0.070591,-4.810162,-2.691449;42.727814,37.131875,47.358027,46.430257,52.768455,39.376278,45.790516,51.252161,56.089399,42.982143
24.951735,19.519636,23.983305,20.646508,39.522488,22.741422,23.274447,34.158478,32.295773,22.825795;-2.638964,-4.588821,-4.705606,-0.102970,-0.559220,-1.633729,-0.753585,-1.436205,-0.022532,-4.481684;49.251363,43.819263,48.282932,44.946136,63.822115,47.041050,47.574074,58.458105,56.595400,47.125422
39.972554,26.975485,27.962639,18.124197,21.224860,37.515275,25.043106,27.367400,11.527602,11.289885;-4.406343,-0.002540,-3.011977,-4.979297,-0.498196,-2.417075,-0.540463,-3.822792,-2.353257,-0.867897;62.382871,49.385801,50.372956,40.534513,43.635176,59.925592,47.453423,49.777717,33.937918,33.700202
