17.013418;9.415020;25.555044,18.233374,25.014400,25.170495,22.976715,18.330890,26.814372,28.083927,23.850323,28.391197;-0.173293,8.030934,8.000507,3.406295,-0.722325,-0.117643,-1.227096,1.797596,0.305725,-4.799879;47.520043,198.379596,252.076447,137.686689,35.351918,49.792062,19.044753,102.432131,59.240200,-84.325752
13.350320;8.576006;25.128179,15.212295,25.456331,23.037994,17.273098,25.376450,12.466715,10.797361,21.275743,27.591006;7.914422,-3.322295,1.517299,5.582957,9.861512,2.619494,8.003323,2.905679,4.682000,8.685054;240.826828,-8.587921,80.576668,170.571929,212.290668,108.425277,141.726954,73.325469,141.564836,281.581176
16.817213;8.717430;16.180906,19.834772,12.059637,14.068710,19.713149,13.687556,29.569868,15.658693,28.038722,22.807153;-1.251547,5.952349,-2.216609,7.850214,-1.222313,-4.136823,-0.247521,-1.440963,3.910483,2.897090;30.509307,168.823953,24.028963,161.202849,26.664822,-5.862527,43.441304,28.196862,160.405420,116.834830
13.324544;5.789295;29.915826,29.057870,29.973228,23.862304,17.882338,20.790647,10.187752,25.380114,16.375806,11.522835;0.897267,0.832531,8.477164,0.857083,3.414755,5.355955,-1.906692,-2.961007,6.437057,1.186395;65.943146,63.292242,293.188626,59.552631,100.164461,150.454418,19.675747,-36.050042,144.512652,52.771282
12.518084;4.578901;11.102669,18.364596,20.669577,20.157919,27.318041,21.654271,12.679717,16.966362,19.419561,15.440347;5.114036,1.676815,0.610747,-0.862981,7.131499,1.657381,5.791979,-0.112001,3.246309,-2.436044;92.653564,66.668144,48.497985,18.478213,230.692697,71.763493,109.314770,33.973858,98.916003,-1.739260
13.588469;6.936160;25.693057,17.759487,17.346301,13.655804,13.053270,14.690798,23.887491,21.582896,11.877413,15.960417;-4.626726,-3.534339,0.030144,8.274590,-2.641010,7.610900,-1.798143,5.212043,5.194457,-0.671251;-77.967406,-21.860721,41.430221,153.903516,6.433510,152.717530,-2.045792,153.398310,102.604047,30.193891
19.719312;7.006191;10.558979,27.286045,14.141503,14.240008,25.226283,11.480894,28.150211,14.188792,12.017242,13.211581;5.413665,-3.132666,5.916613,7.702936,-3.471950,5.662638,-3.654913,5.056381,7.968755,-2.401734;113.467246,-29.173603,139.974269,165.994342,-31.279933,121.316614,-46.582112,128.048408,152.066926,24.573772
10.917817;6.256520;12.767165,10.433547,21.865915,28.639014,18.577717,22.032644,13.419484,20.072130,21.753394,12.271947;8.066934,4.370871,8.208198,0.437669,-0.438769,7.254526,8.059906,7.382394,-0.396668,5.280382;136.542939,79.154747,213.030835,46.085475,25.399733,193.387454,141.710841,181.731431,24.922184,98.351626
17.300740;4.181141;12.084833,16.971445,16.939421,24.157509,20.982480,29.214660,28.964645,16.495562,20.839561,29.503870;-4.803529,1.823145,-3.380508,9.726328,3.305775,6.868283,4.729997,4.576769,3.282830,9.238331;-10.616852,78.374400,-9.830860,282.396839,116.796338,248.087557,184.435662,122.929360,115.845724,319.999507
16.617743;6.956084;17.052979,29.731391,13.154340,24.451246,16.512246,22.504061,28.443621,24.459507,22.561202,10.649578;-3.090133,-4.784523,-1.536567,7.266783,3.124160,5.975239,9.751013,4.870501,0.466486,4.214308;-4.195531,-93.750075,28.287919,226.182354,100.087339,182.967582,325.854571,167.630491,59.024922,93.381045
11.139129;8.492078;13.518756,25.863520,28.636844,24.462553,24.710631,12.120186,14.388216,15.733979,18.443586,18.577425;3.755572,7.204897,-0.136090,-4.911498,-0.025094,0.876535,6.177330,-1.945847,3.826405,8.684591;87.110566,222.683889,32.442698,-83.807888,35.719821,46.963672,125.220660,5.723977,106.912522,197.677242
17.997508;7.488101;15.568779,28.252239,28.890196,14.267956,17.852133,22.025186,25.513704,14.594244,12.403741,26.098855;0.727972,3.332157,-2.891705,2.790708,-2.912799,5.499408,3.345419,1.361102,-2.138347,5.018583;63.815498,146.622776,-31.060050,92.299567,0.482198,173.607361,137.835889,72.346119,25.958373,183.461144
12.629225;9.000750;23.307614,29.006256,23.887712,19.858623,27.888780,21.849805,14.981353,26.763141,11.985396,25.970267;2.947355,-4.947588,-4.038268,3.777979,2.294723,-0.852180,3.463068,1.658469,3.654748,-0.215979;109.269621,-102.937197,-55.891170,115.599277,104.570849,21.953836,92.455258,84.959665,84.377412,34.964773
19.618494;7.224512;17.007697,15.981663,12.025263,14.821309,20.560086,10.356758,22.836945,29.455628,16.421848,25.953152;1.733563,6.269244,2.793958,-2.554899,1.785205,0.422257,9.013243,2.029070,3.383229,-3.164732;85.754654,156.463695,89.868826,18.403804,92.974705,60.643959,262.105673,116.038274,111.829615,-25.864025
11.006817;8.287646;15.818804,12.381529,13.064141,18.120555,14.538462,12.083544,23.600497,26.810045,23.579720,27.008451;-3.972280,2.989878,-3.506347,7.960957,5.066237,2.153047,-1.043213,9.124175,8.067874,-1.531765;-27.032029,72.823946,-10.002723,180.061638,109.459980,61.821129,11.184335,280.424223,226.042891,-5.565900
16.031042;7.876754;24.332535,18.319257,23.599600,22.062684,26.377357,18.966067,16.330799,22.772471,14.961879,13.633242;3.002510,-1.179739,2.625828,-1.552518,5.995557,-0.736141,2.732648,-2.375789,-2.668127,-0.714212;121.013025,26.342416,109.922847,13.701638,206.101312,33.992660,92.580679,-6.148226,8.034165,38.217327
12.484160;5.050259;14.388129,25.073221,13.956884,25.054870,28.858623,12.206403,29.914336,27.987500,25.602589,12.282550;0.305270,2.689991,3.616930,-3.412764,-0.393587,-1.025951,-3.683457,9.198786,1.657577,3.612687;40.652920,103.707395,86.741738,-49.245710,24.902286,23.737483,-73.927507,293.711679,78.698916,80.633674
11.529624;9.205682;25.924102,23.930831,23.874759,17.064667,12.984882,11.811544,13.953743,27.694197,20.565918,11.939920;2.657857,1.616494,0.755682,2.014414,8.134599,9.752531,9.814493,-0.399534,-1.577486,-3.573712;106.932287,76.713797,56.071475,72.405054,143.656546,153.222192,174.978656,26.964977,5.587299,-4.640090
18.633794;8.537427;24.818617,25.931933,21.063784,16.650228,13.245285,29.866805,23.224108,12.829740,18.280511,19.864430;3.731269,-3.861037,-1.439619,8.273498,-4.666560,-1.090507,2.359816,3.405853,7.586832,5.264858;147.726860,-45.002242,24.798084,192.877534,-6.688002,22.551945,109.926537,98.818123,193.813086,159.705307
18.572548;6.536292;23.582656,17.402154,10.269800,15.764945,23.906983,12.751965,17.832673,27.284428,25.720317,29.325973;9.749678,5.162797,-2.036834,-2.545299,-2.690186,3.091742,6.331810,-2.380932,8.790072,1.798661;282.890950,142.811449,32.049783,12.841168,-11.346570,92.393442,165.880756,-11.994701,279.051091,105.715146
16.577594;7.304350;23.244331,17.683097,24.747896,10.902343,16.882958,17.264267,13.060693,19.108706,12.461625,13.626645;2.315211,3.291547,9.091635,4.845291,2.480106,-4.906239,9.033338,-4.872902,8.762758,6.750597;102.563855,106.953084,273.747174,101.573364,90.619860,-35.954293,166.729990,-44.366519,157.946529,140.736325
18.582779;6.181556;14.849267,24.968200,19.779646,27.980949,28.216349,14.904945,13.347462,22.912734,21.653194,12.781976;5.895063,8.908528,-4.475589,-4.142225,1.100182,3.114191,5.410401,-3.018904,7.755514,-3.053233;140.175864,275.068403,-35.887061,-63.264897,83.681616,99.055347,124.853629,-16.532853,220.570146,13.612152
13.629305;9.078455;25.601185,29.807440,17.298116,14.645380,16.589839,18.590614,19.618876,14.719853,29.805428,17.480864;9.022761,-3.042887,3.829383,8.938734,7.632854,-0.568619,5.987965,8.927089,2.450669,-1.904729;274.145099,-47.548960,109.392828,174.062868,169.779530,32.580749,160.628864,174.557165,116.194969,9.855403
18.315299;9.875046;10.067768,24.081977,25.478209,22.364153,27.495529,18.499708,15.220150,18.233679,12.663304,26.419001;-1.266340,5.630040,6.705660,-1.020765,-4.721255,-3.390891,6.533287,1.646630,0.040493,-1.102267;42.914076,191.245789,226.511498,32.834750,-74.150116,-7.067200,155.100904,85.687419,56.176064,26.542491
13.199969;6.097223;24.335837,27.594770,29.825768,15.002069,26.987645,10.228567,16.659966,20.715404,15.632298,17.935836;-0.595959,-4.893134,-0.358772,-2.704430,-0.104738,-3.092346,5.722020,4.566802,8.359981,8.983761;24.593984,-95.927767,28.396489,-1.474903,36.270508,7.466876,134.425796,133.700289,169.782862,200.228406
17.219859;8.819855;14.663043,28.972486,15.188945,17.794890,11.438915,15.677739,10.600675,29.013258,10.978900,23.660207;4.916521,4.287593,-1.952980,-0.273332,-3.160525,-1.234575,4.457875,1.902505,8.461186,-4.668858;123.960663,176.091735,22.205801,47.005588,15.716524,32.514164,99.125988,107.067382,144.764025,-58.596652
16.150355;4.550473;11.321597,23.721375,25.883660,19.758417,21.774173,13.693399,15.974437,12.853361,14.126225,26.168962;-0.907519,8.669305,-2.025897,9.609685,7.787346,-4.860963,-1.619153,-0.296853,-2.857190,9.135388;34.651798,250.574188,-7.511268,234.798518,214.489379,-21.636743,19.061300,41.110807,4.565046,283.989970
16.784494;4.743269;27.921944,29.604549,13.281363,26.953789,21.641379,16.027000,24.401074,25.485201,11.269886,24.538732;4.014512,2.578698,2.036908,6.810968,9.527219,4.329622,6.564247,0.662663,8.971066,4.042664;158.797473,123.045684,73.757423,230.285908,252.886660,116.095359,206.879176,63.592605,147.807395,145.906361
15.720758;5.744001;29.760258,13.402762,28.063065,13.438511,15.614007,12.849683,16.312817,22.187452,14.903144,15.541277;8.310389,2.459979,-0.904744,-4.561069,-0.631853,-0.333594,0.643834,5.375902,-4.533533,3.586407;292.365209,78.016412,19.656002,-16.248085,35.180146,40.759313,55.548648,164.323459,-22.517998,100.783236
12.587427;5.240336;14.298673,23.632828,26.337903,10.497167,26.754629,17.905382,18.734564,12.448144,26.615638,21.619807;8.120469,-4.097690,-2.397977,-4.502967,9.341669,-1.615451,3.822262,6.699675,-0.042078,-2.830253;152.820828,-60.131106,-26.448794,-10.559492,286.641781,7.783641,108.317311,120.107427,35.588975,-24.480619
11.516951;9.331476;11.805037,13.294616,20.465726,17.596710,14.799167,20.501260,19.084000,10.295063,12.635390,22.841726;-1.550099,-4.059468,1.695887,5.288194,-1.290661,6.132740,8.128253,9.168526,8.488294,7.371768;19.824879,-15.845217,72.831419,131.178674,19.023150,163.852747,193.243435,132.514405,145.376764,206.507757
15.471513;8.335407;12.246424,25.523450,28.769706,13.452698,13.837784,23.449924,26.958303,23.910989,10.778249,22.037172;2.184178,0.877598,3.097390,1.643828,-4.291545,-2.101783,0.513964,-0.621794,9.570566,1.168654;73.762563,69.413513,136.125194,69.128110,-12.371281,-2.272456,60.869794,32.146492,150.168140,72.768026
12.931262;9.269513;17.759060,27.253096,10.365239,11.238911,21.361730,27.092644,25.815622,12.893696,29.051668,27.624138;-1.205044,7.782978,5.647220,1.203288,7.244660,0.793667,1.334094,0.590461,-1.750033,6.673532;20.197218,253.707910,100.132456,55.121312,196.356140,63.100197,76.038136,49.210887,-9.243695,225.948226
19.425311;7.947930;22.572553,24.133815,16.756042,14.534996,16.205238,18.126778,11.975825,15.456637,14.428310,13.469983;5.018520,-4.403200,6.507053,5.526027,2.094571,-4.286985,1.289664,1.574634,-2.673150,-4.622643;169.792009,-49.754795,165.543667,136.831981,90.454232,-21.198016,71.955998,80.849753,17.942164,-5.755713
10.265286;5.642243;22.872212,18.056472,18.033354,22.354934,16.224711,15.206632,27.308030,19.086672,17.085913,21.376248;5.310650,4.269174,2.825548,-1.138306,3.200326,8.708638,7.373999,-2.343423,0.381026,-0.372909;152.771772,108.391687,82.259557,5.858705,83.229821,163.734517,232.674840,-13.422688,37.815633,23.334060
17.476609;5.717140;20.491577,22.470469,19.146831,23.284150,18.360135,16.926826,21.525849,20.758677,27.538331,12.481021;2.618747,-3.294721,7.826081,1.801502,-2.724342,9.911074,-1.477841,3.424229,3.720539,0.332750;103.070925,-24.625270,199.253309,91.355116,-0.610618,217.171688,17.596878,120.491129,151.866085,53.561726
13.098965;9.156766;11.068791,14.862032,20.609226,19.305081,18.745536,12.479155,23.848051,12.063929,10.199208,19.850840;-0.308059,8.943407,4.038230,-4.892822,6.187536,3.732471,0.741820,5.446567,-2.726086,5.135290;38.494337,174.821384,125.128963,-52.552142,157.892859,88.482257,59.595130,107.611181,14.100265,143.844005
10.905317;4.215963;10.556587,28.269522,10.251535,27.076000,18.808384,13.743834,27.577593,22.092514,29.950349,19.598130;1.799606,3.679117,-4.949663,-1.648213,7.615127,9.904612,-3.028982,-0.503577,8.293198,9.653507;50.476956,135.486135,-19.262385,-13.147751,174.707482,167.606596,-52.052763,20.353981,279.863419,220.669954
12.714402;4.430298;27.297558,23.387806,15.113529,28.443954,12.647615,14.545267,21.319838,10.673521,21.222711,15.102288;5.411080,3.510076,3.713447,2.342541,-3.799783,-0.219578,6.427289,-0.962360,9.930922,2.956119;183.925568,118.309279,92.339592,102.847419,-11.841888,33.022479,173.245052,25.944535,246.977387,80.860456
10.621363;4.720009;21.905380,26.349103,11.167610,21.711126,27.623843,27.158722,14.306874,13.483631,16.072295,22.361613;6.031504,-2.727334,5.068798,0.756047,1.442406,-4.539531,-1.296969,7.127455,-4.122047,6.751276;163.395794,-40.589387,87.879772,47.688040,71.118201,-92.014433,12.717846,127.377387,-34.977343,182.242837
10.869983;8.246412;20.360274,28.240777,28.677649,13.767619,24.817547,11.247485,17.908944,15.379574,13.480448,26.362606;9.595637,-4.338557,-2.597074,7.647810,9.835098,8.917206,-4.485676,6.905753,-2.231604,2.614829;230.791169,-87.102852,-39.056618,140.713507,279.504381,135.717509,-44.912343,141.628907,5.338345,104.355066
14.057643;7.109499;22.230100,28.553563,25.969980,11.492461,15.314420,14.467472,18.940797,22.254204,16.806938,12.530319;0.578726,0.441611,5.765011,4.304585,-4.194351,4.021176,-1.690079,6.295071,9.333425,9.779114;55.118734,54.863160,191.970815,91.723875,-21.980441,100.429861,10.242152,182.345412,199.119901,164.789024
16.657784;4.792011;25.204505,11.996945,24.854551,22.411675,12.864912,26.430509,12.899207,24.086380,28.687393,24.939253;-4.359333,8.654281,9.672085,1.150655,3.740771,5.322402,1.809255,-3.212926,6.068782,1.949299;-63.438360,150.261404,286.831791,72.224582,94.561155,187.110265,69.774420,-30.951294,220.534015,95.050536
11.154155;7.883086;15.652228,27.441112,22.363719,28.938057,23.841667,29.354515,28.330864,16.543059,13.572192,13.866177;3.655634,4.745259,-1.303119,4.068224,7.458801,6.668337,-2.979219,0.684156,4.357292,7.038945;92.987292,165.983669,6.625887,153.494979,213.598725,231.514258,-48.635384,47.086499,94.906483,133.371737
13.955016;4.080338;27.968324,22.733331,13.925186,21.656198,28.818018,16.869359,23.488982,21.688494,25.678720,26.403529;-2.354404,2.514441,-0.968472,-4.638638,-4.937201,7.673782,2.541268,-3.842879,-4.946181,-2.644461;-26.880847,96.129506,25.481723,-61.487386,-103.312480,168.419665,98.659672,-44.378391,-88.043718,-30.855213
14.995291;7.287482;14.348204,21.512991,19.037206,25.799790,28.614363,17.294200,18.385022,17.646338,13.907677,21.271254;9.377684,3.555270,1.556170,8.091799,5.817212,2.431903,-2.710831,4.520502,7.472740,-1.114785;179.328629,121.260198,74.400846,253.542427,211.231534,86.833526,-5.062982,124.546022,148.704165,21.062824
15.146480;5.151176;24.801204,14.170008,27.652435,12.336812,13.730290,12.400743,14.540392,17.924472,27.346405,11.805072;9.391928,7.579521,4.016945,9.932914,-2.386132,3.159909,-3.439515,-1.585271,-2.465728,7.731668;275.948504,150.419242,154.095684,165.557871,10.255083,82.202593,-6.994518,14.602224,-24.411415,134.290275
18.677528;6.270816;12.306777,19.588485,22.326211,27.379097,20.089549,26.482246,17.152315,19.019365,29.462799,18.398023;6.318868,6.931604,0.540391,1.111637,1.518956,-1.537884,3.447415,-0.459979,0.375901,2.824449;130.729532,188.744259,65.029522,83.400260,83.479771,12.238009,112.095787,44.216132,64.039740,104.928915
15.954223;6.381734;28.756741,12.610268,26.250513,23.158040,26.875579,29.358650,23.008253,23.861616,22.303191,17.944312;8.840963,7.034210,2.056028,-1.025154,0.252237,4.610422,6.178904,-1.083240,6.055128,4.668969;300.504571,134.970567,100.239069,22.526731,53.046318,181.623066,188.433075,20.419429,181.315975,130.048727
19.613104;5.665417;24.199782,24.132140,18.697059,14.682039,18.716882,14.684855,25.282509,17.221880,10.279549,16.341177;7.322181,-0.439450,6.425109,2.382525,-1.716724,-0.118552,-4.918609,5.495713,7.732984,4.631401;231.893377,44.093317,174.828813,89.678502,22.566460,52.957254,-69.656590,149.344689,134.189766,130.380724
14.748097;5.877202;27.110726,24.990256,18.110620,22.936205,11.262984,23.266211,21.603389,11.675920,13.231076,13.728338;5.159865,5.668648,9.178081,6.298112,8.834215,-4.335509,9.316298,9.291352,6.931109,3.309259;182.635136,184.408402,208.968181,187.202232,142.247071,-58.123421,244.011064,151.232531,134.453465,88.178066
10.410435;4.477636;27.709202,10.202439,11.142730,23.274410,29.518671,25.246604,27.981103,20.100425,21.407948,21.153681;4.179322,9.571221,2.294649,3.020829,0.748125,-0.169704,3.192900,5.069682,0.755046,9.960484;146.309393,128.153522,56.072374,100.811731,52.587388,26.219286,119.844596,132.406483,46.667705,241.204622
13.772823;8.898440;20.557906,27.314231,20.286061,10.298162,29.011280,16.381869,16.518113,10.897555,21.281702,15.931471;9.656649,7.416788,7.260945,7.700951,6.624092,5.466770,8.535502,3.227564,1.575338,6.657579;241.850977,245.914375,190.626463,122.636141,235.503883,132.886398,184.320886,78.503050,76.856380,149.395521
19.772714;6.521145;24.712909,17.234427,25.539866,15.481178,20.469026,12.752337,11.801417,20.780151,25.418238,12.541516;3.980816,1.943133,8.820839,-4.797498,7.684856,8.497149,-1.798307,8.679523,7.388748,8.016336;154.330485,89.441711,281.235965,-18.317984,213.254450,164.311447,34.730364,236.314727,243.761879,156.489928
17.752199;5.818067;12.342905,12.120028,27.746057,29.522106,18.089554,16.476577,29.087076,24.760635,29.398864,19.180404;4.152285,3.252663,-0.167488,3.888478,0.799052,-2.428774,4.334289,5.721068,4.445230,-1.207138;101.449822,89.620930,45.551425,164.994633,64.653067,10.180683,176.270363,191.855851,180.883278,27.045167
18.370556;7.337508;26.816891,26.492287,12.727451,18.595078,29.097861,17.226471,29.792193,11.208103,15.135542,26.280484;5.745903,-3.372894,4.363314,8.350526,-3.326954,9.389717,6.965782,6.138492,1.659516,4.708343;207.351150,-36.091776,108.797762,208.542579,-43.543351,215.015581,260.789827,122.064750,78.381565,177.001424
18.065926;6.605044;25.171979,17.341521,10.732511,15.229391,13.697754,17.885235,10.678830,14.735677,10.214510,21.380130;4.203448,2.465285,-4.473753,2.481865,9.513564,-4.343215,0.852562,6.985365,6.338786,4.222576;157.578969,94.521645,3.755257,89.567157,182.084325,-25.909556,60.874228,154.703942,116.517451,142.049080
16.257131;4.022684;24.996967,19.583524,16.724030,21.806112,16.343975,25.829191,11.781789,24.711694,24.300947,22.850165;-3.425023,-4.371548,-4.565380,7.948917,5.502453,6.581333,-1.823638,8.783478,3.454767,-3.386357;-40.949670,-40.944798,-31.686041,218.000489,134.597471,214.656012,23.179798,261.720132,128.619619,-32.713302
19.514214;6.328385;23.047389,23.528729,21.532541,19.167545,24.135426,15.374945,19.870885,27.318172,20.872938,24.503645;7.866941,3.321643,-4.688381,4.511291,-3.096711,-4.818934,-3.193972,-0.834749,9.564770,-3.741588;236.426375,133.267955,-45.838843,141.584293,-19.626516,-18.976924,-8.353126,32.310108,254.758767,-36.568620
14.563609;6.479782;11.749942,27.489809,11.491416,24.115755,24.635027,19.931292,21.994597,10.684134,27.268224,23.673941;4.548576,4.089377,1.592769,4.878477,6.335383,-4.833792,-4.469312,-0.545449,-2.360828,0.461908;96.334305,155.305008,61.191970,160.536961,198.961123,-53.454913,-55.411902,37.061153,-21.486776,53.823994
15.997319;9.196008;29.099344,28.009292,29.465354,25.193142,15.310560,10.842421,13.227354,27.880951,14.663967,13.558734;2.530178,5.858869,4.628049,0.662554,-3.112870,8.579314,2.423404,4.493699,6.382947,0.125499;122.815812,213.292076,185.556392,65.881115,1.529527,142.209838,81.244531,174.477906,142.788636,50.890910
14.255061;7.672378;26.326026,25.914521,21.084126,17.071177,12.886164,29.679506,21.911238,10.714418,21.459662,10.169307;8.108417,8.547311,1.635022,3.725061,3.008141,5.403717,5.253285,-0.434347,3.341525,-3.171820;256.772440,264.809501,77.783041,106.901199,82.073428,203.689688,158.416010,38.656251,115.018034,11.054817
17.059973;5.085891;14.272099,20.949399,18.785826,19.147933,26.919483,22.693664,27.317488,20.081967,15.077463,11.930948;6.441889,-0.305948,6.891131,1.492257,-1.138868,4.600046,-1.264040,-2.688834,3.978904,5.412077;139.675107,41.326406,177.191407,76.309456,17.078087,152.127730,13.205422,-6.261261,107.727601,112.307026
10.481457;5.490474;26.166176,21.085554,22.035465,15.240592,20.031418,24.112195,24.111379,15.944025,10.678852,18.730871;3.319946,9.885556,5.928990,-3.353989,2.043179,4.554813,9.072194,-2.756545,8.992773,0.064401;118.564403,240.136538,162.342170,-19.422657,72.621883,141.520665,250.437218,-12.256303,127.726617,32.900396
18.158999;8.681146;27.169366,13.017784,17.801645,22.433605,17.910778,18.986899,25.972761,16.584614,24.508279,28.885665;3.836437,4.730105,2.283060,-3.513469,5.079440,8.422664,-0.201818,8.652725,5.622026,6.809748;158.312213,115.654131,94.720867,-24.741138,145.055368,213.998907,48.836873,197.580744,191.864828,250.782754
14.018540;4.323847;19.091199,26.507741,10.383632,13.656087,11.227779,29.724677,14.472340,22.588576,24.919559,12.550972;8.780173,5.015101,-4.837656,3.617594,7.122512,4.078927,0.626117,0.263757,-0.248865,6.734144;206.994229,172.309190,-10.862245,88.772377,119.340185,160.614995,48.431577,45.328087,33.168601,123.890247
13.466479;5.336406;13.103346,29.850085,23.302408,20.528995,25.424056,20.292558,21.564308,19.766034,21.584141,11.731234;3.778975,4.355460,7.451924,-2.904533,-0.725319,1.111239,6.904885,-0.094315,-0.945561,2.295119;88.519826,169.013468,212.650370,-20.624540,20.562041,61.552484,187.901666,37.138372,18.593479,65.927183
11.159673;8.418589;23.101142,12.723365,10.087298,29.419875,25.830076,19.035959,21.733564,27.159469,13.451046,16.773456;7.283549,1.422431,-2.949644,3.088223,3.499173,1.131520,-1.276139,-4.209174,0.860737,3.237635;204.576068,54.415880,6.563832,127.172918,126.701665,57.857348,8.582719,-78.001153,47.895580,90.624094
11.774138;8.217176;24.968091,27.652536,18.863810,24.901033,21.111901,23.627406,13.246749,21.701903,25.909247,26.010894;1.094979,6.353463,7.874218,-2.914831,5.526696,6.641988,2.318541,-3.695430,-3.813362,-4.959466;64.992055,213.341897,186.190281,-34.929775,154.331580,194.585467,68.365652,-42.545333,-61.148810,-91.347630
19.518488;4.198302;27.194876,20.345215,17.404533,14.475155,25.522848,20.245436,20.743715,16.994597,16.029823,18.159032;7.016071,4.395878,-3.718301,1.006213,3.612127,-1.911906,4.166987,-2.726119,9.170920,4.599165;243.795717,142.429604,-11.720768,67.559614,145.186296,14.287153,139.433314,6.665232,200.002747,136.510916
12.917963;4.542206;11.914817,25.068218,27.245595,10.014116,19.840870,17.202399,12.725035,18.744056,29.737403,10.671702;7.106917,3.809924,-2.217709,-3.419285,8.817032,6.090200,-4.469750,6.525820,-1.145171,8.165783;121.514732,132.345115,-23.585679,2.595999,211.774713,141.603155,-20.040613,159.157443,2.782710,123.979912
16.215624;6.362888;28.757750,12.123612,14.815528,28.397500,20.322222,14.975917,18.979959,11.691668,18.764805,10.812509;-4.369500,-3.859137,-2.058700,9.045058,6.747464,-3.024784,-4.015834,-3.217090,7.309712,9.122464;-78.755038,0.115268,16.401227,303.758998,184.025416,1.603040,-29.318420,9.288804,184.067270,145.538667
10.328804;5.431578;19.706844,13.549612,27.374291,21.589086,11.275758,17.449976,12.727433,22.530032,15.301580,11.481576;-0.586934,-2.302070,2.299549,3.263497,-0.463739,0.133347,2.722351,6.404273,4.664036,0.766389;19.686974,0.061432,94.202125,101.709511,26.024576,33.580483,65.902132,175.542051,102.620705,40.052942
13.805634;4.939591;10.778564,11.644995,22.551607,16.265617,28.896742,24.376776,13.424309,21.322757,25.280629,28.074162;-2.823749,0.629852,5.537915,-2.800773,5.124774,2.124064,-4.326414,8.722445,6.834018,-4.989529;9.017721,46.788305,164.342563,-6.102623,187.542950,91.231516,-18.625436,225.440259,212.221946,-100.623158
16.140643;4.591583;10.733454,10.448446,17.497884,27.746097,26.211085,17.205992,17.760457,26.596270,21.709158,22.698914;2.292994,-2.321295,1.596649,3.798844,-0.643411,-4.324207,-4.741232,2.665147,7.999509,1.674073;69.554934,20.689262,72.881168,150.346293,28.078697,-29.459087,-39.263261,115.826160,218.605794,82.942840
