12.841662;18.979959,24.840661,12.271021,21.779135,19.960006,13.995100,25.011674,28.602104,25.292991,24.314523;0.796262,4.616152,5.406876,-0.908999,8.804678,9.340858,7.646085,7.579167,2.671096,8.943259;7.045654,7.972415,7.789859,3.642144,9.914017,5.324875,3.998766,4.209483,9.150817,5.395628;0.625083
15.289358;15.354746,21.465769,21.152665,10.489134,24.007189,23.635425,19.685119,19.581524,23.587804,19.539637;4.949473,7.950223,1.853789,1.145544,-3.946315,3.546099,-0.922360,4.099159,8.292971,2.046945;6.300205,0.190317,8.621822,3.658053,9.744745,7.030052,2.461810,6.316862,6.032465,1.266859;0.645293
15.336398;21.832771,22.858989,25.029850,14.725519,15.542087,29.933109,25.210727,26.103464,14.914161,22.526582;-3.081169,5.165257,-0.689376,2.953110,4.742128,5.486049,5.873996,2.816378,7.092469,0.276721;9.004279,7.978598,4.546404,4.242062,6.184342,9.694588,3.723880,2.758260,0.152555,4.631159;0.731775
19.907930;21.579861,29.234036,17.939229,12.735510,10.959642,26.904464,29.901657,21.964693,14.782379,23.691856;-0.243676,0.211425,4.841888,-2.336078,-2.616647,-3.390221,4.353734,7.627046,8.501848,5.210163;1.245142,5.378361,0.886319,2.148863,8.558532,2.217314,8.212401,1.312755,3.334493,4.017447;1.277723
14.357583;14.914246,25.716716,10.131068,12.536996,21.334687,14.826073,19.028794,15.618702,18.067529,29.281715;-4.627788,9.186754,-0.453317,8.372928,-2.378198,-4.831333,8.671815,1.649300,-4.253256,-4.589385;0.350322,6.083839,9.806429,5.329069,7.570777,8.100957,7.369734,5.911289,6.974131,4.533526;0.937436
11.482535;23.999307,13.006221,26.828599,29.940717,19.095818,27.008033,23.192065,23.838244,13.116158,14.864952;0.667066,6.266971,-1.665777,7.021010,-1.810110,0.884873,5.657642,-2.176553,9.475978,8.769009;8.154779,0.012700,8.601660,3.635363,8.977994,9.300822,8.890103,7.488986,8.183521,2.177996;0.653748
19.856360;23.939039,17.591480,14.626794,24.514015,18.183139,11.910615,26.750502,29.445998,20.075475,16.787964;-4.435947,-0.061386,-2.960930,9.818430,0.324633,9.917471,2.017442,0.116373,3.746725,5.755226;6.993677,6.786199,5.321241,1.264424,8.768133,2.634672,8.064007,3.590351,7.564766,0.748385;1.092479
17.176073;21.758990,20.176985,16.231823,28.694680,24.664679,17.028784,20.008166,20.283302,10.972547,16.384129;-0.114991,3.094964,3.022580,9.987452,2.565590,6.240066,2.599855,4.496298,2.964555,8.062613;7.191182,7.280931,4.460024,4.917147,1.711322,4.593642,8.770308,0.954946,2.060741,3.437010;0.859156
15.519017;16.374952,24.938661,27.705342,17.722252,14.318717,14.043744,27.985033,12.407912,29.726439,17.024019;8.012468,1.511722,4.212381,5.301114,-2.300330,4.366364,1.394462,-3.773722,-2.351080,3.516863;6.100498,0.044230,1.044642,6.272541,9.912887,7.026482,8.028381,2.322391,3.231514,1.543279;1.015663
13.661525;14.184896,21.020415,15.761687,18.125166,26.109714,17.267174,15.709619,11.355882,12.826212,12.279895;-4.846409,-2.304568,3.394550,9.772464,-3.546467,-4.323781,7.146537,9.889506,6.630915,-2.912598;4.597417,5.639801,6.015119,5.457865,4.629669,7.966963,6.947678,8.361905,2.610463,1.348040;0.742784
11.079971;29.346951,27.890383,21.298717,28.626078,25.504360,28.241269,11.233040,18.248937,19.612327,24.541071;-0.246502,5.151906,5.738984,-1.963794,5.799385,9.281885,-3.449811,4.267215,7.129540,4.673332;8.803716,4.760993,4.338543,9.197692,5.572666,2.434610,7.570375,8.683628,6.314787,6.569223;0.550295
11.486160;19.682423,25.671738,15.906992,13.414968,14.200514,26.317473,26.810174,13.272029,26.010367,15.173187;4.579595,3.460805,7.798450,-4.694565,-4.261173,5.091694,-0.644356,6.007761,1.496862,3.471043;2.521349,5.376716,1.650779,4.206128,6.291815,6.186434,8.574194,4.027892,7.763070,3.693725;0.692590
17.193434;12.952760,11.838673,10.778037,18.235571,22.812074,26.426693,19.032792,17.804459,23.844141,22.304569;6.921964,-0.937131,3.670203,-2.959024,-2.279135,1.373519,0.405200,5.532804,-3.362444,-3.396759;2.855767,0.865054,9.153744,7.453705,4.273082,0.598804,2.508238,4.639950,3.774002,5.128510;0.993453
14.895799;13.628005,19.977917,24.143254,26.289969,27.251113,13.359767,24.032636,15.287698,15.853238,13.681184;0.404860,-3.745218,5.332823,3.487830,1.364818,6.568383,8.425334,-1.761990,-3.869784,6.312379;1.453107,7.737583,8.256383,7.781705,3.160164,1.130270,8.883466,3.902102,1.395112,4.752397;0.866942
12.429726;15.309523,12.724566,16.991940,14.593179,27.071125,10.342059,17.090381,17.571470,19.813401,21.581312;-4.475117,3.504443,-3.185207,9.473354,-4.078660,0.939063,-0.194770,2.867609,-2.813388,-1.181036;0.387855,3.704400,4.786224,2.143241,6.610543,6.921949,6.249178,8.508545,1.781054,9.649306;0.678682
12.712388;24.328484,18.118564,27.398639,22.451946,12.179789,15.875165,21.079587,19.087375,17.452517,26.285833;2.321998,5.166306,-1.829395,4.533880,0.938164,2.788971,5.602110,9.521820,-1.756185,-0.177806;2.983549,4.476369,3.310762,1.608770,3.319240,7.174945,7.248754,9.241253,6.708245,8.911992;0.597510
19.961367;15.534283,22.294319,27.844401,12.925801,16.308172,13.543673,22.366635,10.961132,26.773763,25.462664;9.574740,-1.292379,7.483517,1.952970,-3.191472,4.720572,6.059585,-3.856499,2.161362,-2.241432;9.308692,0.076743,0.549464,0.481589,5.012233,7.188752,3.218152,9.326030,1.643794,2.476007;1.286038
17.135956;23.590663,27.066567,19.732519,20.340517,11.047468,11.381598,11.282195,17.679648,11.754121,21.888705;1.729872,7.202397,-4.023140,2.552150,5.022796,6.571665,-2.232808,7.409630,-1.070611,9.726238;4.101906,9.913391,8.376291,9.516937,8.136293,5.370926,8.750461,5.154823,4.218692,3.085156;1.147413
15.691024;27.267770,26.154784,13.979486,25.221351,25.433239,13.883814,14.797393,13.295944,25.869394,29.543742;5.659603,4.439308,-2.548371,1.268474,9.643090,0.246681,5.227263,7.098351,0.536467,7.510247;7.363321,6.783552,7.124548,4.485768,7.100403,4.686231,2.963960,8.625713,7.182234,5.480550;0.964763
15.799339;26.416636,18.034885,10.144409,20.665682,29.518669,12.021463,13.120482,19.469722,22.740968,18.815092;1.941318,-3.202654,4.473510,-3.781916,-1.943655,7.494331,0.706897,7.812748,4.740860,7.831097;7.462664,3.279402,6.560927,5.033142,8.131546,3.680587,9.657276,8.701998,8.331590,9.549464;1.024875
11.702448;10.594522,20.090184,14.086149,19.989943,17.318790,16.002821,27.787486,19.758460,26.122952,24.102809;-1.299397,6.030029,-0.823204,5.865672,2.835972,-4.964793,-4.945914,-4.876020,3.493078,9.748952;4.116508,8.958730,5.489518,5.752725,3.531288,3.016169,3.788344,6.224508,1.791369,6.926062;0.642202
13.265586;22.373700,25.076177,21.299366,27.196165,26.391537,15.744434,10.120622,19.876482,27.176181,23.338651;-1.396290,8.017926,-3.284031,3.405947,-1.528742,1.547317,0.859890,0.598629,0.468222,5.247752;4.770039,8.402682,7.721499,4.024653,5.585054,5.476659,8.085193,9.673677,6.212356,8.862028;0.664201
19.937584;15.308028,18.761471,13.910949,17.783938,17.081709,15.837671,23.552571,20.595882,17.214677,15.578101;3.998473,1.156231,0.760539,-3.132194,-3.498165,8.968237,-2.727304,7.881608,0.501013,2.401930;4.414808,4.249599,5.978769,4.304059,2.989302,3.685192,4.861582,2.437924,6.417198,2.757695;0.643302
14.119057;28.353620,17.877035,27.591060,10.594615,16.212593,19.781499,24.418841,11.041590,18.657902,16.302144;3.182144,1.115511,8.352304,3.365600,5.569770,-0.982726,3.323481,-3.617877,-3.472028,4.123916;3.543174,2.656794,2.757116,3.932144,1.355436,7.058137,3.394266,7.677853,2.552969,4.118178;0.911663
15.452662;20.067797,24.038711,21.175403,15.525670,23.159381,12.046988,22.788243,27.130883,21.770176,27.989401;2.830220,2.149076,1.669632,-0.466747,4.034244,3.184615,-3.065597,0.337589,0.787139,-4.981575;2.458142,2.485283,6.726917,9.512443,8.458657,4.617374,0.846775,0.180038,3.342854,8.958839;0.695270
11.633756;13.491423,26.156590,14.328991,17.982695,19.244626,28.165945,26.670357,26.287728,22.126872,26.402076;5.741560,2.023878,8.883398,7.783357,-1.666510,-1.857318,0.859153,-3.273422,8.357197,2.660808;7.639163,6.434515,8.064722,6.512786,0.041326,0.098657,0.573207,0.196944,9.772189,7.207389;0.576801
18.722441;10.422147,15.382952,25.605174,23.486270,21.987975,17.319176,19.296390,24.986701,21.254419,11.465690;3.831684,3.533308,7.272219,-4.283858,-3.552559,5.478634,2.392285,8.510652,4.049504,-0.059606;2.962584,0.970959,5.191309,9.347229,6.637209,6.287062,4.743229,5.341949,0.089158,8.651174;1.052177
11.693298;22.973411,26.552343,29.727299,26.800789,11.155536,17.884617,20.162973,29.778082,21.119065,17.383758;3.917130,2.428912,-4.742511,8.912545,-0.661562,6.461612,4.195888,0.878816,-1.748066,6.936529;8.954029,5.258951,1.301409,0.151859,2.690451,1.678807,1.496598,0.841870,3.573412,9.072927;0.627408
17.390846;26.467275,27.290122,24.290715,10.405586,19.579381,14.926894,12.151686,21.185937,15.488189,13.178939;0.954329,4.062346,7.574728,3.265685,-0.045917,-4.433001,2.686279,-4.966349,-3.191399,-2.643428;8.657735,7.491226,9.820877,6.434594,4.711025,5.116618,5.538408,2.255351,9.202936,3.474338;1.153458
10.722958;10.589781,23.800099,17.284932,16.852655,17.498024,16.343154,28.283790,24.926101,29.903464,21.983124;-4.032350,-3.762786,8.691447,-0.571571,-4.852332,2.294243,-4.080610,4.236161,2.194969,6.045614;4.321496,0.093376,8.264022,8.955458,8.876436,7.217327,6.410936,2.838613,0.690193,9.303495;0.625212
11.516417;11.208587,29.769730,16.884929,21.169122,21.158764,23.325805,22.081303,18.429302,20.635014,19.274850;2.631130,2.608619,9.393665,9.730915,-1.710308,2.742249,6.564179,8.909010,-2.119659,-1.936334;4.167849,0.978346,5.016247,5.360154,6.237258,0.757933,0.177875,5.179728,2.328146,3.579214;0.535577
17.615768;10.614856,22.976817,26.754452,11.020378,17.233056,20.469861,17.724100,17.075375,12.578288,12.970414;-3.950150,3.712821,-4.417403,-0.764558,-3.288370,7.418615,-3.479946,7.867936,-2.942881,5.790136;7.844130,8.366411,4.935304,8.308925,7.618611,2.136329,5.757841,8.087202,4.681163,9.110626;1.108620
15.854783;17.947451,11.339952,28.308581,10.736053,13.491771,26.876492,21.450875,15.020127,26.637115,24.637052;-3.456492,6.036798,0.463703,6.258746,9.416554,4.478672,-0.844060,-4.377562,2.332994,8.017776;7.931176,5.801205,1.947882,6.151627,3.703290,9.497446,8.893133,9.191944,3.729495,4.006705;1.095970
15.178018;22.343083,17.559856,25.227483,16.152006,23.509736,25.575871,13.227899,28.821238,13.005066,29.708774;-1.163826,5.952908,9.066832,4.196147,-4.317103,8.270876,3.546695,-3.210521,2.927217,8.594744;4.808311,8.706648,2.129766,4.149692,1.768569,6.374426,2.128163,5.882107,4.770190,4.231259;0.868501
17.606609;27.006622,16.955420,29.280418,26.569510,20.346121,20.081931,21.926710,25.903896,25.317139,23.101403;-4.613360,5.256659,7.586288,2.650788,-2.893967,-2.021599,-4.590544,7.344256,3.453937,7.546766;1.085733,4.443828,7.514637,1.677298,3.532329,6.871573,4.486280,9.731572,5.819850,4.803350;0.568266
12.912699;24.750737,12.850443,21.485251,19.883301,25.165191,13.849249,21.112445,26.899717,21.438338,28.624329;7.587568,4.993682,2.975720,5.244634,4.896963,-4.454243,2.658162,2.612983,-2.175399,3.432571;2.839477,5.787714,8.785726,9.869406,3.450457,1.114869,3.362928,1.900436,5.962900,8.774913;0.617142
19.668028;22.170792,20.936279,15.428832,26.726931,21.411632,11.810311,15.933994,10.282753,29.084668,23.241516;7.429734,-3.723802,3.012608,6.658775,4.989184,3.473316,2.548323,-0.055855,3.710500,-0.106858;9.186747,0.139354,7.160242,6.605705,5.951948,9.485796,7.643480,4.218288,5.492768,7.446944;1.234145
18.860220;18.189958,17.526664,19.533483,24.423788,20.751662,24.205071,19.810735,17.699746,24.153394,18.729656;4.770641,2.018435,3.259542,-3.606322,7.283435,2.366495,-3.645613,0.727731,-2.530866,6.962077;8.555164,7.203404,9.223804,6.480621,7.520116,3.700276,3.263139,1.040627,8.410840,7.843981;0.509773
15.172258;29.641367,28.775527,21.482659,26.765439,28.842019,20.190460,24.003423,14.271332,15.542394,26.790654;2.210504,0.083883,8.934321,3.725288,7.415076,4.369312,9.515766,-0.890155,-1.542525,-1.748603;3.786051,1.965485,9.884453,5.385177,1.564690,7.546894,0.420824,9.691761,0.280044,8.362707;0.715192
16.238917;16.869818,28.883216,17.770487,11.833187,27.614287,22.822632,25.451798,10.509272,23.718417,27.080237;3.468863,5.365112,0.155315,2.522966,-3.823202,-1.372390,6.334506,0.501007,6.476768,-3.090907;7.583351,2.173374,7.252301,8.845311,5.404697,5.782856,8.197736,6.687986,1.975654,1.155426;1.011393
18.383499;29.678976,16.774947,20.473062,24.099840,15.335582,16.134247,20.163955,22.125579,27.187174,19.288810;-4.735373,-2.384872,5.013550,4.842850,-1.371619,-3.326177,2.937739,8.491074,-3.856515,-3.668620;6.181016,9.557568,2.686918,0.050742,5.518026,2.399099,4.886023,3.114107,5.669133,5.777275;0.824173
12.809954;28.860800,28.267467,17.073744,17.959754,19.975059,17.540756,23.116210,22.972895,10.663501,22.132770;9.294134,6.999087,-0.624619,6.598616,8.610724,0.506129,-4.837929,8.796970,-0.928639,8.948610;8.475445,1.312449,6.249984,2.190820,0.334512,0.459529,3.027000,4.156692,2.153405,2.351231;0.671044
11.906441;19.339431,27.842416,21.768236,22.599453,16.622944,24.690542,19.786910,11.875422,12.532610,23.522519;8.624430,7.089314,-4.584714,3.792482,6.568439,-1.639760,5.766976,-0.959477,-2.274103,6.427331;2.775871,9.140713,1.169966,1.218928,4.978434,9.583263,4.498767,9.451324,5.490573,3.623805;0.612325
16.603590;20.960875,26.513466,28.671085,26.987005,27.192720,19.161990,13.605152,19.515097,24.235062,26.792401;7.795219,-1.079483,-1.090099,4.792604,2.193206,7.099213,-4.137401,4.876368,8.925000,5.803980;5.880016,5.600171,0.658219,0.814758,3.051256,8.249154,5.786507,5.980279,3.645927,6.026414;0.689606
18.380392;27.826735,19.297831,12.174566,23.471698,13.816695,28.382038,13.234454,21.863973,15.973027,28.066968;3.760534,7.785151,-2.498411,0.198369,3.084541,2.233606,6.856118,3.982492,-0.637611,-2.503369;3.304283,2.024247,5.949734,3.855706,4.574637,8.897724,6.701079,7.346863,5.642717,9.776547;1.158509
13.358486;27.841900,13.513693,29.933443,23.441429,15.281333,13.432183,13.273095,19.482770,21.497234,22.832805;8.982053,4.953193,-1.764632,3.056697,3.154322,6.791654,0.467946,6.902514,3.255863,6.258530;1.871900,3.971153,1.069352,0.930438,3.248666,8.330125,3.622271,2.603777,4.406652,9.427345;0.813143
12.349296;13.469940,13.878302,28.641101,20.998751,23.473713,27.870001,27.325903,26.037172,10.824530,11.810846;0.374939,-2.448179,4.239878,-3.181723,9.162689,9.262130,-3.104577,-4.721848,-1.821676,7.017754;2.515212,4.848358,1.875497,2.881482,3.926962,1.450799,9.123827,8.732565,5.638454,1.806721;0.872839
12.606076;26.968544,23.262432,24.120706,21.883602,27.371671,23.296141,14.778005,22.880960,11.157409,17.079219;0.092261,7.298533,-3.007260,-4.056376,-4.499604,6.746217,2.856253,-3.700942,9.253870,7.126408;3.222539,0.170259,2.237372,1.386989,1.159326,0.370000,6.549663,6.035686,8.067421,3.043456;0.625498
11.053824;17.301036,21.945931,21.271850,23.914275,25.353542,18.872248,27.469805,26.722976,16.342838,25.325744;9.504135,-0.123946,3.968464,-2.873254,-2.968124,1.215637,2.211830,4.784816,2.190142,2.428687;6.268909,4.576131,8.437152,7.484750,2.920194,4.308240,0.883134,0.885410,6.016483,0.756616;0.389122
17.602677;24.196929,11.623103,10.811370,13.865147,13.701545,15.906012,19.645307,10.684550,21.748224,28.493131;9.557915,9.773045,7.121248,7.318874,-1.267867,-1.220969,-1.852115,6.986680,5.078468,1.288928;2.151665,6.869825,0.650578,3.638030,7.745129,2.560327,7.883519,6.783173,0.628457,9.593839;1.272254
14.910729;16.353558,27.339903,28.882032,27.960160,16.711622,14.058846,16.312894,12.198159,22.686609,19.680727;1.733965,2.897485,2.155812,9.344705,0.685049,-2.822844,-3.895718,-4.770725,-0.715209,8.085398;7.509447,9.840134,3.097780,6.027300,7.964970,5.289735,1.009133,5.874423,4.563938,3.078668;0.902346
19.378743;16.397265,13.209686,21.545837,13.181236,13.580736,16.024985,21.303796,23.708405,28.055553,26.054806;1.113466,0.244259,1.243760,1.081097,6.659402,9.550471,4.255513,2.228247,6.492088,-3.106521;7.703337,0.637826,5.160899,3.663946,5.196118,0.632949,5.072407,0.707389,4.001883,9.445271;1.114069
18.779357;27.181734,21.289583,23.134666,16.297157,14.910869,12.607476,18.272733,25.383752,26.374015,20.393599;-3.189707,7.365783,8.897208,0.692576,-2.744570,-0.251477,1.335847,-1.225690,1.452840,3.493946;4.211351,1.745413,1.428304,7.048116,5.182493,9.321522,8.990021,7.821904,7.815096,6.284349;0.915663
17.435238;27.051958,21.279068,25.995661,10.652883,25.423722,15.589874,22.090496,13.127133,24.629983,11.543714;3.177939,0.773616,3.106903,6.504157,0.760219,-2.556279,0.672387,8.321090,-3.736259,1.663931;1.857899,7.076178,8.906607,2.463764,7.020159,2.687253,7.404049,6.756429,4.526867,6.585899;1.128763
15.223818;26.051125,19.860916,27.684693,27.233896,12.839832,13.818547,29.215825,20.256376,13.201420,13.275420;-4.240813,1.254415,-0.972014,0.542241,2.245687,6.575896,-4.541564,3.399967,3.472241,8.693514;1.566543,9.618542,1.297016,6.144121,1.782310,8.766213,7.934070,9.206219,5.815844,7.314015;1.013551
19.731507;28.225269,13.247391,14.742547,21.104927,10.023532,29.453091,13.581326,27.696036,15.893712,12.487074;-0.739262,-0.434812,1.732929,-4.490885,5.264347,-4.738402,7.636365,7.786686,-0.683768,-1.181818;8.209246,4.097665,0.628762,3.084566,1.054052,2.444200,6.317747,0.649146,8.564890,9.761149;1.555925
15.055152;13.624616,21.621147,20.389037,15.287039,12.735241,29.056600,16.649673,27.848030,22.850361,15.157558;0.468966,5.388518,5.834598,4.691623,9.793590,-2.404888,3.090236,-0.587317,4.241960,-4.711002;5.446054,2.330934,7.381578,3.656115,2.968342,5.340142,2.689018,6.593128,2.079335,7.228299;0.894258
17.212423;20.708146,25.622487,12.795737,28.040104,11.552628,24.826310,19.520065,16.758742,26.450752,16.579427;-4.695670,3.560423,3.160481,7.197172,7.630713,-1.001762,0.861169,-1.093515,-4.908046,-1.755873;5.890091,3.782429,3.531811,6.467800,5.662846,7.945639,5.577359,5.405286,9.088065,1.240021;0.990404
18.418697;11.951960,11.943268,13.697021,16.183077,17.053984,14.594038,13.952362,19.701708,28.734765,15.305586;-2.404058,3.251162,4.993638,-3.376948,4.868468,-2.049616,-3.382606,-2.837286,5.351249,-4.557799;7.637597,8.794160,6.087451,2.320231,9.861050,5.254510,2.995321,1.035739,8.660235,7.528706;1.118700
10.570837;11.900556,24.387947,12.026721,17.948412,10.243605,20.215294,15.899871,12.450604,13.712475,29.871131;9.215241,4.615801,9.293489,3.517418,5.040891,-3.273765,3.041958,9.815202,6.008593,5.884311;6.106168,4.425053,4.334244,2.627483,2.956668,3.884212,6.061602,0.145622,0.367099,5.761323;0.793252
15.764268;18.863487,12.169037,18.805258,27.498374,22.033610,29.898614,12.109501,10.654935,15.584471,10.187710;-3.767287,-0.732289,3.811051,7.209405,-2.322315,2.049643,-1.773009,-4.858327,-1.265615,2.800656;2.050388,1.899509,5.666673,6.940459,2.678287,4.230107,2.687950,6.598136,2.127661,8.414535;1.237713
13.060763;24.490490,13.740435,15.638343,10.142077,23.736055,19.282178,24.030153,27.105594,12.205889,23.796624;0.168378,0.642696,5.668225,6.166402,-4.017616,7.470420,-2.481811,8.317124,8.256900,9.749497;4.526308,2.083440,6.428455,6.781794,5.749039,8.522994,7.656590,5.134351,0.939329,1.202189;0.812789
16.989826;14.089987,28.999574,28.885989,12.638571,12.460704,17.768123,15.726664,17.079671,27.212258,20.983788;5.008991,9.045254,-3.305314,0.374043,-1.776217,6.477964,-0.960250,8.436803,-4.560494,-4.161583;7.108318,1.738818,3.781368,4.188626,0.458979,0.745103,4.303761,4.270626,4.185177,0.078794;1.140584
19.565627;28.151861,27.509540,25.812363,27.157442,27.127695,10.870512,23.497954,26.254409,16.980232,29.272244;8.761694,4.555283,3.081470,-1.046906,2.506050,-4.580592,-0.280640,-3.924010,1.805083,6.520121;4.860294,1.559805,9.764205,0.153040,6.489268,0.303893,0.194967,2.578905,7.745141,4.192180;0.941455
14.062105;17.982410,26.532273,22.307502,15.815447,13.350391,10.700265,19.687440,15.434061,21.210878,25.660203;-1.595130,6.366210,-2.126738,-4.649188,-4.056312,0.069325,-0.595814,6.544139,4.151078,3.307567;6.361627,9.334926,0.199215,3.646564,2.302265,8.668760,7.009321,8.967451,6.402986,3.459715;0.772794
19.376830;28.593081,10.307754,18.942074,28.599461,20.534910,25.982378,12.500283,25.356112,13.721583,23.148864;-0.891904,3.989389,9.410179,3.359154,-4.730705,-2.314721,-1.554371,6.337594,5.048608,0.762855;6.374234,3.117571,3.402665,7.070048,9.643567,6.807265,1.548947,4.442986,1.329344,2.484559;1.255256
12.961591;14.986112,22.522580,22.640884,21.824484,12.735184,26.350559,24.479660,18.898474,15.082164,16.611793;-1.145413,-4.377024,3.130302,7.537769,7.366956,7.088154,7.985492,4.498580,8.631829,7.387508;1.088531,2.783154,8.859230,3.305922,8.523019,0.398446,2.462189,9.991365,0.311710,8.194008;0.607868
12.722898;29.903625,24.788595,19.096476,28.152464,15.837394,29.786362,29.752230,14.859511,28.239790,15.131543;-0.276779,8.932615,5.645551,-0.388322,9.729960,-3.749498,-4.923774,9.405926,4.270123,4.741820;5.909220,4.792478,8.737208,9.955304,2.908165,7.090858,4.027588,4.132085,3.742879,1.823438;0.709441
14.104311;27.370385,12.691083,11.415236,19.863918,27.916753,15.455548,15.249752,25.938632,18.120731,27.364107;3.744266,2.291237,-2.535230,4.435963,8.262936,-0.168163,2.526406,4.192547,1.606910,9.158895;4.597331,0.206099,0.926369,8.975101,1.660794,0.482440,3.081938,5.807555,4.843301,6.591033;0.910396
11.358616;18.541104,23.687055,14.049592,23.513571,14.762073,13.700006,13.676270,21.527427,13.951935,20.472001;-1.155581,7.245621,7.773357,9.336315,9.333667,-4.350511,4.379713,2.907388,7.409689,-4.847738;4.311556,4.416846,1.081264,1.534969,5.046210,9.612477,9.222749,8.468137,8.114835,9.656843;0.539819
11.105916;25.086823,19.419764,26.336903,15.948416,12.845561,20.302683,14.106797,29.012569,21.627904,14.492111;5.631717,8.002047,6.527090,9.135586,-0.145633,7.599107,3.668832,3.251781,9.785341,-1.157618;2.992903,4.715800,0.605299,3.958084,1.595596,3.448587,2.357791,4.343431,3.639428,7.127499;0.625264
11.855705;19.561451,13.833354,21.258808,12.164996,10.733708,10.300021,14.365343,27.253203,28.517065,21.097939;-1.081469,-1.672169,1.651859,5.114820,-2.036779,9.417321,2.965302,7.402917,2.720027,-0.551230;8.550541,7.687700,6.388563,1.972786,7.891611,7.036403,9.773299,2.909204,7.989984,7.317516;0.877715
10.952871;13.683836,28.641053,17.401877,29.240929,20.653346,23.132141,24.158144,29.634565,17.748974,15.173731;5.596399,4.665766,9.614825,0.180432,3.785376,-2.943100,1.620634,6.020392,-0.964777,4.425830;2.939731,9.103125,5.538122,5.196338,9.017310,9.297282,8.086127,8.520359,6.158075,2.773901;0.592853
12.946549;22.531061,11.536981,12.315315,19.385421,14.838524,25.507163,26.804465,29.261415,14.061014,15.021195;6.738154,-0.312744,4.235724,3.261143,3.290015,0.808230,5.820493,-3.326385,3.299979,1.899892;6.908035,5.115888,9.981949,8.861079,6.640622,2.402505,3.709929,8.862781,8.032958,0.444617;0.878442
15.716789;26.589208,27.225715,12.775896,22.889642,29.725571,14.894546,18.876691,26.277429,10.941400,19.089660;1.378162,-3.545495,5.841416,2.308962,3.463657,4.188670,6.131120,3.005698,1.070732,5.337504;0.819833,8.309195,5.930463,8.681671,6.744623,3.320557,9.007201,1.956564,1.967359,4.465860;0.990919
