3.425287,-1.227100,6.670012,5.377085,-6.654929,7.239610,9.797443,0.288469,7.685620,1.760521;-3.448691,3.425287,-1.227100,6.670012,5.377085,-6.654929,7.239610,9.797443,0.288469,7.685620;6877.546768
-0.096460,-6.205792,-0.099884,-7.047836,-8.900517,7.014253,1.211191,8.592177,3.933344,1.655819;3.573046,-0.096460,-6.205792,-0.099884,-7.047836,-8.900517,7.014253,1.211191,8.592177,3.933344;5407.246079
8.017050,1.493224,6.903564,4.772806,1.719741,-5.065309,3.328324,-8.330344,2.519196,3.218891;-0.038114,8.017050,1.493224,6.903564,4.772806,1.719741,-5.065309,3.328324,-8.330344,2.519196;5443.693307
-5.811898,1.045827,2.597668,-9.360180,2.294268,-2.751771,-9.009348,-0.208600,-6.149792,-7.538325;6.897113,-5.811898,1.045827,2.597668,-9.360180,2.294268,-2.751771,-9.009348,-0.208600,-6.149792;7050.290104
-0.192854,7.059963,7.478548,-4.594113,-5.830773,1.299591,2.806237,-1.659421,-5.880490,8.958662;-7.521354,-0.192854,7.059963,7.478548,-4.594113,-5.830773,1.299591,2.806237,-1.659421,-5.880490;5936.810554
8.688102,9.687966,7.178776,5.711180,0.267548,-6.447951,-2.028210,-7.321375,-9.382209,8.782834;7.208811,8.688102,9.687966,7.178776,5.711180,0.267548,-6.447951,-2.028210,-7.321375,-9.382209;5157.088442
-6.457849,3.256161,-3.383420,7.969723,-7.636896,9.768359,0.799642,4.138348,9.989832,-4.243013;-8.915210,-6.457849,3.256161,-3.383420,7.969723,-7.636896,9.768359,0.799642,4.138348,9.989832;11951.864621
8.103071,3.507824,-0.630636,8.242649,-7.919769,4.910921,4.725349,1.237229,-6.316118,1.944227;-5.821067,8.103071,3.507824,-0.630636,8.242649,-7.919769,4.910921,4.725349,1.237229,-6.316118;9062.683176
-3.852662,-0.878847,-7.966612,9.907795,-3.358143,-4.053064,-8.759096,-4.035121,-9.072975,0.108563;-8.132590,-3.852662,-0.878847,-7.966612,9.907795,-3.358143,-4.053064,-8.759096,-4.035121,-9.072975;7811.850559
-9.793268,-9.031053,3.358322,2.069360,0.522049,4.594189,4.145070,5.627541,-4.240460,3.850640;4.926269,-9.793268,-9.031053,3.358322,2.069360,0.522049,4.594189,4.145070,5.627541,-4.240460;5877.382582
5.979206,4.686822,-8.973362,-8.542294,-8.229451,5.967017,8.860163,3.674311,-7.358341,4.454491;7.809514,5.979206,4.686822,-8.973362,-8.542294,-8.229451,5.967017,8.860163,3.674311,-7.358341;7423.628543
-8.275309,-2.671268,-2.616024,3.700569,1.958833,5.787279,-2.646942,-5.879443,-8.266669,5.438678;7.338606,-8.275309,-2.671268,-2.616024,3.700569,1.958833,5.787279,-2.646942,-5.879443,-8.266669;6409.523860
-8.170025,-1.893692,-7.903075,-7.754321,5.688558,-4.168594,2.070669,9.288453,-1.350300,3.895044;0.617445,-8.170025,-1.893692,-7.903075,-7.754321,5.688558,-4.168594,2.070669,9.288453,-1.350300;6996.005266
-9.255307,3.465898,-1.408711,-0.965215,2.197143,-8.811934,-3.683771,5.454443,3.928660,-7.493356;-4.541224,-9.255307,3.465898,-1.408711,-0.965215,2.197143,-8.811934,-3.683771,5.454443,3.928660;6117.744389
-7.159455,-6.634974,-6.075022,-3.650404,-3.671420,-5.648734,-4.979163,7.858448,4.064464,1.114759;-8.028118,-7.159455,-6.634974,-6.075022,-3.650404,-3.671420,-5.648734,-4.979163,7.858448,4.064464;2431.064544
-2.064014,-8.520105,3.681921,-1.952233,9.656704,-1.956320,2.413439,-6.912604,-2.373096,-6.777321;-4.844155,-2.064014,-8.520105,3.681921,-1.952233,9.656704,-1.956320,2.413439,-6.912604,-2.373096;6767.220264
-2.807874,1.166384,4.850907,-1.513304,-1.412884,-7.502545,-9.511320,-4.196295,-3.649588,3.073803;-1.547087,-2.807874,1.166384,4.850907,-1.513304,-1.412884,-7.502545,-9.511320,-4.196295,-3.649588;2142.832701
-8.029625,6.471489,-6.499805,-6.728602,3.319744,7.887788,0.331164,4.054046,-6.928192,9.069141;-5.756736,-8.029625,6.471489,-6.499805,-6.728602,3.319744,7.887788,0.331164,4.054046,-6.928192;9929.338076
-4.892265,-9.589285,8.473512,3.073998,8.652271,-6.729753,8.421945,5.893158,1.547884,-1.199288;-6.385245,-4.892265,-9.589285,8.473512,3.073998,8.652271,-6.729753,8.421945,5.893158,1.547884;9557.495521
6.290795,5.781470,7.045278,0.112732,2.713228,9.017888,-1.120717,-8.799624,7.334998,2.623775;-3.651443,6.290795,5.781470,7.045278,0.112732,2.713228,9.017888,-1.120717,-8.799624,7.334998;6713.255363
6.831202,4.684594,1.420517,-6.462899,9.147680,-4.693559,8.491618,-5.524592,-2.528724,-8.249993;-2.592746,6.831202,4.684594,1.420517,-6.462899,9.147680,-4.693559,8.491618,-5.524592,-2.528724;10461.331042
6.262256,-2.333874,2.345585,1.509897,0.601034,-4.498605,-5.027421,-0.967225,-5.445743,6.088992;4.916950,6.262256,-2.333874,2.345585,1.509897,0.601034,-4.498605,-5.027421,-0.967225,-5.445743;3118.394737
7.707189,7.980098,2.518753,-7.242620,-5.643968,-6.357178,-9.163603,-7.861167,2.328870,8.793220;0.682751,7.707189,7.980098,2.518753,-7.242620,-5.643968,-6.357178,-9.163603,-7.861167,2.328870;3773.804374
0.556937,-1.768130,2.052764,5.010401,1.670663,1.035850,1.671412,0.236398,-8.348145,4.391403;3.603567,0.556937,-1.768130,2.052764,5.010401,1.670663,1.035850,1.671412,0.236398,-8.348145;3001.154418
3.875752,-9.803955,6.864267,8.446640,5.419084,-9.146803,-2.436277,4.086792,4.590261,-5.514459;5.657441,3.875752,-9.803955,6.864267,8.446640,5.419084,-9.146803,-2.436277,4.086792,4.590261;9212.380622
-0.204724,-6.135093,7.917831,-8.018207,-9.116689,1.145903,5.449901,-3.761199,-6.420350,-3.220886;-8.018094,-0.204724,-6.135093,7.917831,-8.018207,-9.116689,1.145903,5.449901,-3.761199,-6.420350;8211.411628
7.888955,-7.249068,-2.199902,8.547124,8.349877,4.271480,2.366748,-3.134242,8.720547,-7.504519;-0.286967,7.888955,-7.249068,-2.199902,8.547124,8.349877,4.271480,2.366748,-3.134242,8.720547;9241.129531
-2.787269,5.130191,-1.721985,-0.153098,3.894865,9.454678,-3.444901,6.756064,4.781445,9.083489;2.389431,-2.787269,5.130191,-1.721985,-0.153098,3.894865,9.454678,-3.444901,6.756064,4.781445;4979.733151
-5.181900,4.300900,7.123646,-4.369846,4.621017,-7.244742,6.734456,-7.227966,1.764188,-2.676864;-0.973188,-5.181900,4.300900,7.123646,-4.369846,4.621017,-7.244742,6.734456,-7.227966,1.764188;9904.452412
3.502248,-2.779559,2.405569,6.223018,-9.614850,-8.322530,9.496033,3.026991,-5.375244,-1.930177;1.728792,3.502248,-2.779559,2.405569,6.223018,-9.614850,-8.322530,9.496033,3.026991,-5.375244;8150.738688
-3.152530,4.719323,5.893643,0.898118,3.724469,7.872654,-8.904164,-3.926772,-9.076169,-6.090465;-9.051971,-3.152530,4.719323,5.893643,0.898118,3.724469,7.872654,-8.904164,-3.926772,-9.076169;5334.290337
-1.334789,-0.587506,1.214268,-4.618169,4.980369,0.077755,2.936193,-3.845088,-7.225507,-0.488541;6.779392,-1.334789,-0.587506,1.214268,-4.618169,4.980369,0.077755,2.936193,-3.845088,-7.225507;3492.559391
7.922227,1.950532,7.680335,8.874631,0.983162,4.567736,1.535166,-9.482851,-1.069380,2.926039;6.016406,7.922227,1.950532,7.680335,8.874631,0.983162,4.567736,1.535166,-9.482851,-1.069380;3967.987465
-8.558969,-1.865462,3.338631,8.674513,6.219001,-0.309035,5.134984,-1.659051,9.435720,9.759494;3.077012,-8.558969,-1.865462,3.338631,8.674513,6.219001,-0.309035,5.134984,-1.659051,9.435720;5126.478803
-5.886553,7.993020,5.251711,7.649726,-4.300996,3.464520,3.285598,-7.543700,-1.853632,-4.494261;-0.992128,-5.886553,7.993020,5.251711,7.649726,-4.300996,3.464520,3.285598,-7.543700,-1.853632;6179.544731
4.275912,7.688101,4.417113,-9.627745,3.495529,-1.229824,-1.243596,-7.659264,6.293634,-3.502891;-0.871508,4.275912,7.688101,4.417113,-9.627745,3.495529,-1.229824,-1.243596,-7.659264,6.293634;8027.447933
6.637427,-7.313233,-8.790665,-8.315059,-6.722034,-3.515602,-3.965464,-9.766380,0.798102,-8.092546;-1.998405,6.637427,-7.313233,-8.790665,-8.315059,-6.722034,-3.515602,-3.965464,-9.766380,0.798102;5602.453787
7.754784,-8.707328,-1.276301,6.532590,-2.109306,2.269498,6.372815,7.724701,8.622233,-6.184307;-8.579258,7.754784,-8.707328,-1.276301,6.532590,-2.109306,2.269498,6.372815,7.724701,8.622233;10276.492448
3.907799,4.403292,-3.062096,0.339808,1.133893,-6.870096,1.241121,3.896066,-1.470889,6.725408;2.401101,3.907799,4.403292,-3.062096,0.339808,1.133893,-6.870096,1.241121,3.896066,-1.470889;3148.835198
-2.201387,1.818095,-0.812399,-8.993200,-5.426248,6.683781,-9.687106,7.274217,-8.438619,3.380852;-7.813315,-2.201387,1.818095,-0.812399,-8.993200,-5.426248,6.683781,-9.687106,7.274217,-8.438619;12739.576086
2.347803,0.402588,7.277364,-8.046042,8.161044,-7.839666,0.339935,-7.136880,1.187411,-9.908408;6.644430,2.347803,0.402588,7.277364,-8.046042,8.161044,-7.839666,0.339935,-7.136880,1.187411;11733.630970
0.339580,-6.579040,8.771157,1.809664,-1.187306,8.838379,3.118276,-0.961086,6.793948,0.652470;3.231924,0.339580,-6.579040,8.771157,1.809664,-1.187306,8.838379,3.118276,-0.961086,6.793948;6202.424804
-1.927427,-2.196481,-2.791022,-7.194893,-4.797396,-8.263698,-1.412053,-4.854344,-4.048892,-1.502832;6.667271,-1.927427,-2.196481,-2.791022,-7.194893,-4.797396,-8.263698,-1.412053,-4.854344,-4.048892;2091.217959
-4.638480,-6.502159,-7.227021,1.977712,8.021158,8.787595,-5.576311,-0.346572,-2.479778,0.475601;-7.150319,-4.638480,-6.502159,-7.227021,1.977712,8.021158,8.787595,-5.576311,-0.346572,-2.479778;4181.281789
2.902576,1.046197,-5.637825,5.447324,-5.439434,-2.582706,7.818576,7.127538,-1.951329,-3.639618;4.119015,2.902576,1.046197,-5.637825,5.447324,-5.439434,-2.582706,7.818576,7.127538,-1.951329;5155.294774
-3.269341,-6.245741,-3.561456,-1.922866,0.971326,-9.025228,1.054643,-4.503772,-5.169965,-5.137096;-6.413963,-3.269341,-6.245741,-3.561456,-1.922866,0.971326,-9.025228,1.054643,-4.503772,-5.169965;3022.814554
0.861244,-1.219256,-4.251455,0.033182,5.230924,5.248161,1.521118,4.953257,2.910690,-7.535610;2.505104,0.861244,-1.219256,-4.251455,0.033182,5.230924,5.248161,1.521118,4.953257,2.910690;2096.896250
8.924603,8.128865,-2.146308,-9.502895,3.428736,6.743413,9.429993,-8.861342,-0.993524,1.649406;-4.412161,8.924603,8.128865,-2.146308,-9.502895,3.428736,6.743413,9.429993,-8.861342,-0.993524;9745.227132
-6.284435,-6.139204,-3.167118,8.657958,-2.186649,-4.535666,-6.961058,-2.057823,-2.505551,-7.377706;9.243221,-6.284435,-6.139204,-3.167118,8.657958,-2.186649,-4.535666,-6.961058,-2.057823,-2.505551;6041.615744
-5.574685,6.741129,9.421505,6.927458,0.119989,-4.422488,4.932344,-5.261392,9.146906,2.405201;2.846305,-5.574685,6.741129,9.421505,6.927458,0.119989,-4.422488,4.932344,-5.261392,9.146906;7811.346169
9.768785,-8.200024,-3.581179,0.228179,-8.787873,4.513758,1.131115,0.587198,6.599649,7.175181;-1.923133,9.768785,-8.200024,-3.581179,0.228179,-8.787873,4.513758,1.131115,0.587198,6.599649;8350.006995
7.007147,8.232948,2.785523,-4.892594,-8.226683,6.765112,1.694372,8.962175,-8.779421,1.692826;-4.170857,7.007147,8.232948,2.785523,-4.892594,-8.226683,6.765112,1.694372,8.962175,-8.779421;9970.072619
-6.604659,-7.046884,-0.478406,8.162048,1.043501,-9.341202,-8.922741,6.101265,-0.972503,-2.347075;1.419822,-6.604659,-7.046884,-0.478406,8.162048,1.043501,-9.341202,-8.922741,6.101265,-0.972503;6598.851672
-4.723319,5.175325,9.904320,-6.268571,5.622905,-6.084040,9.847179,6.045231,-1.515466,4.577277;-3.817271,-4.723319,5.175325,9.904320,-6.268571,5.622905,-6.084040,9.847179,6.045231,-1.515466;10624.463207
1.176411,-6.323141,-0.041024,0.356912,9.884860,7.097034,9.248079,3.578820,-1.929972,8.699582;5.273466,1.176411,-6.323141,-0.041024,0.356912,9.884860,7.097034,9.248079,3.578820,-1.929972;4185.879447
-3.913021,1.603837,0.619289,8.024162,0.811009,-1.360388,0.853340,4.248296,-9.666506,6.018418;-8.971034,-3.913021,1.603837,0.619289,8.024162,0.811009,-1.360388,0.853340,4.248296,-9.666506;6549.662981
-1.920613,-6.415370,9.378500,-1.850885,6.889748,2.306502,-2.467778,7.543635,5.697049,-0.700914;-0.577963,-1.920613,-6.415370,9.378500,-1.850885,6.889748,2.306502,-2.467778,7.543635,5.697049;6880.855111
-3.777807,-8.575309,-6.360391,-8.140221,-0.730215,-9.813350,8.300518,2.854835,-9.971619,-9.392295;0.802117,-3.777807,-8.575309,-6.360391,-8.140221,-0.730215,-9.813350,8.300518,2.854835,-9.971619;7670.289940
1.880741,-5.178319,6.827382,7.144255,9.272244,-0.222004,-5.593798,-5.475827,0.735756,5.242194;-8.177996,1.880741,-5.178319,6.827382,7.144255,9.272244,-0.222004,-5.593798,-5.475827,0.735756;5127.067853
2.480011,-3.441168,6.059306,9.989557,9.619563,-7.459261,-5.355197,-9.527351,2.148652,-7.783814;2.666672,2.480011,-3.441168,6.059306,9.989557,9.619563,-7.459261,-5.355197,-9.527351,2.148652;7323.900915
9.579709,-4.334642,-7.324390,3.705594,8.189091,2.217380,7.999656,-6.131325,5.088492,-3.074786;3.832503,9.579709,-4.334642,-7.324390,3.705594,8.189091,2.217380,7.999656,-6.131325,5.088492;8742.885345
-6.869963,-0.853826,2.362010,8.643667,6.701765,7.908470,1.650370,1.654936,7.098519,-9.302686;6.622592,-6.869963,-0.853826,2.362010,8.643667,6.701765,7.908470,1.650370,1.654936,7.098519;6386.216400
2.196036,-6.662186,-6.238159,-8.107423,-3.536275,5.391939,-5.317640,4.807309,3.856368,6.481564;-2.276177,2.196036,-6.662186,-6.238159,-8.107423,-3.536275,5.391939,-5.317640,4.807309,3.856368;4586.210332
-2.308662,0.772029,9.834074,5.104408,9.609097,-5.304347,0.571182,-8.971279,5.137509,2.039595;-0.871493,-2.308662,0.772029,9.834074,5.104408,9.609097,-5.304347,0.571182,-8.971279,5.137509;7269.828799
0.865989,-3.237354,6.646673,1.051444,9.150862,7.856666,-2.869928,0.928038,-3.066365,2.456056;4.970179,0.865989,-3.237354,6.646673,1.051444,9.150862,7.856666,-2.869928,0.928038,-3.066365;4269.536843
-7.408060,-5.498642,-2.999722,-4.258308,8.549760,-8.973725,1.853335,-6.742022,6.768115,-6.648781;-5.147932,-7.408060,-5.498642,-2.999722,-4.258308,8.549760,-8.973725,1.853335,-6.742022,6.768115;10858.226320
8.806733,-9.883314,2.206141,6.021515,-5.340369,8.649374,5.265256,6.528991,1.469272,5.851633;-1.240536,8.806733,-9.883314,2.206141,6.021515,-5.340369,8.649374,5.265256,6.528991,1.469272;10295.156594
3.517232,-5.021011,-0.484287,-2.018495,1.988765,6.010455,-7.898625,6.428844,6.821727,-2.909875;6.544182,3.517232,-5.021011,-0.484287,-2.018495,1.988765,6.010455,-7.898625,6.428844,6.821727;6561.564889
1.767234,9.269369,-8.281946,0.009978,0.431794,-8.196680,8.093330,7.687779,-1.220207,5.634452;2.446472,1.767234,9.269369,-8.281946,0.009978,0.431794,-8.196680,8.093330,7.687779,-1.220207;9343.510860
-5.262404,4.044733,-2.490567,9.474098,9.446111,2.873961,7.201978,-1.962332,2.638616,9.704733;-6.819049,-5.262404,4.044733,-2.490567,9.474098,9.446111,2.873961,7.201978,-1.962332,2.638616;5237.576052
9.907636,3.063266,-7.831271,-9.277719,2.361825,1.342887,9.239293,4.922109,3.250322,0.466266;8.026962,9.907636,3.063266,-7.831271,-9.277719,2.361825,1.342887,9.239293,4.922109,3.250322;4399.107520
-5.431354,3.039943,-8.676798,-4.491372,-4.363595,7.601325,-1.113393,5.118282,2.065928,5.665319;-3.781546,-5.431354,3.039943,-8.676798,-4.491372,-4.363595,7.601325,-1.113393,5.118282,2.065928;5382.218557
-9.291531,0.276297,-1.845397,-7.839079,-0.802487,-0.982345,1.022807,6.108086,4.017001,7.444710;-1.031442,-9.291531,0.276297,-1.845397,-7.839079,-0.802487,-0.982345,1.022807,6.108086,4.017001;3196.632673
-6.626194,5.033892,-2.632983,8.836356,-9.656549,6.581118,2.531819,0.774930,3.010153,4.532591;-1.456129,-6.626194,5.033892,-2.632983,8.836356,-9.656549,6.581118,2.531819,0.774930,3.010153;10160.827440
