-5.235644;34.183712,22.229281,13.313386,35.528025,11.385994,24.815817,31.357882,20.306967,35.296115,23.386660;4.497568,3.170922,4.587188,-4.220069,3.053090,-2.431361,-1.496809,-1.195866,1.237263,2.652579;-119.839506,-121.166152,-119.749886,-128.557143,-121.283984,-126.768434,-125.833883,-125.532940,-123.099810,-121.684495
7.044217;28.913568,28.111770,18.607675,32.986212,38.481297,15.473757,28.486877,23.964353,29.933715,24.388419;0.005315,-2.187026,0.723841,3.503194,1.666186,1.428138,2.489356,-1.675101,4.590092,4.820698;-405.668910,-407.861251,-404.950384,-402.171031,-404.008039,-404.246087,-403.184869,-407.349326,-401.084133,-400.853527
5.672920;21.405065,17.606185,29.758598,25.855023,23.143868,13.594915,15.561321,18.129407,13.097293,17.690340;-4.000109,1.886429,-3.198121,-0.342891,0.403900,0.624521,-2.793448,-4.767590,1.021545,-4.010613;347.338717,353.225255,348.140705,350.995935,351.742726,351.963347,348.545378,346.571236,352.360371,347.328213
-4.828374;31.399124,29.420255,34.205232,13.231430,26.382282,25.689516,34.836820,17.499299,35.072499,14.622697;3.338403,-2.352077,-1.211361,0.191812,-0.660637,-1.637135,-3.189392,-4.340050,-0.702776,-3.183133;345.755206,340.064726,341.205442,342.608616,341.756166,340.779668,339.227412,338.076753,341.714027,339.233670
3.675575;30.572477,11.121944,30.966660,13.392011,11.263642,37.331363,32.357948,26.107288,25.024294,37.894262;2.533730,2.098451,1.686169,-0.017481,4.813284,1.091171,3.952355,4.480434,-4.103236,3.566227;-493.240715,-493.675994,-494.088276,-495.791926,-490.961162,-494.683274,-491.822090,-491.294011,-499.877682,-492.208218
-4.756782;16.671560,33.631158,29.495457,14.706844,39.574136,17.070817,11.977292,37.973070,27.541433,20.869036;3.903426,2.980802,-1.512116,-4.470547,-4.217045,-2.687024,3.772483,1.576877,0.316165,-0.262489;73.584742,72.662118,68.169200,65.210769,65.464271,66.994292,73.453799,71.258194,69.997482,69.418828
1.792759;20.412182,27.278374,38.843339,34.687961,25.409801,30.039285,15.964291,15.471806,23.125535,21.233279;-1.457825,0.332951,-1.326859,1.345253,1.406762,-4.107505,3.369336,-1.624093,4.662752,-4.334921;94.327616,96.118392,94.458582,97.130693,97.192202,91.677936,99.154777,94.161348,100.448192,91.450520
3.207036;12.194181,36.142025,37.716474,30.406019,15.796125,32.605284,19.119418,34.523241,37.541326,26.236335;-3.182810,2.859724,-0.211375,-3.803880,-3.944883,-1.137575,2.747587,3.805642,4.861878,2.829790;-253.934207,-247.891673,-250.962772,-254.555277,-254.696280,-251.888971,-248.003810,-246.945755,-245.889519,-247.921607
2.978485;33.493889,37.468120,27.621767,35.282608,22.119217,37.506363,32.985396,12.274034,28.054052,24.881847;-0.659322,1.942711,-0.992826,-2.607688,0.075581,-1.310962,3.583142,-4.269911,-0.477299,-3.094075;172.302843,174.904876,171.969339,170.354477,173.037746,171.651203,176.545307,168.692254,172.484866,169.868089
-1.813289;18.731768,11.336570,10.679683,10.234021,18.896508,23.937601,33.465322,28.434407,12.082370,38.851496;-3.252943,-0.105931,4.415089,-4.048189,4.909555,-2.604077,-2.067033,-0.022192,-3.626473,-2.923153;268.762657,271.909669,276.430689,267.967411,276.925155,269.411523,269.948567,271.993408,268.389127,269.092447
8.771905;11.210833,20.094008,36.459032,33.089775,19.413223,20.982915,32.814125,37.909845,26.066436,11.624007;3.905192,-3.446929,-3.678977,-4.406666,2.517068,1.585286,-1.699814,-4.692587,1.498412,-2.014326;478.974251,471.622130,471.390083,470.662393,477.586128,476.654346,473.369245,470.376473,476.567471,473.054733
4.363591;20.988492,29.901271,37.648213,20.371659,21.316842,12.857758,16.722560,10.660794,28.689474,18.645728;-2.608176,3.357553,3.089591,2.283369,2.119037,2.847907,-2.317130,-2.074037,-3.994812,-2.927357;-36.689231,-30.723502,-30.991464,-31.797686,-31.962018,-31.233148,-36.398185,-36.155092,-38.075867,-37.008412
-8.534666;12.866969,29.599645,16.726275,23.143173,15.199346,23.852247,22.984734,35.121070,33.241752,35.679854;-1.784896,-3.165339,4.719153,1.074810,2.037338,1.987828,-0.034818,4.222407,0.574423,3.092961;-327.954094,-329.334537,-321.450045,-325.094388,-324.131860,-324.181370,-326.204016,-321.946791,-325.594775,-323.076237
0.571930;29.450823,37.344448,21.734123,29.363105,27.260092,28.289380,32.260189,21.720122,34.847448,18.029854;-3.181286,-1.838443,-4.769968,-4.004435,0.505579,-0.365001,-2.617020,-2.102511,4.301605,-2.716913;434.742933,436.085776,433.154251,433.919784,438.429798,437.559218,435.307199,435.821708,442.225824,435.207306
-9.029309;27.514579,21.231402,13.979536,38.577738,19.657896,17.186297,36.253027,15.824722,35.163918,18.674730;-4.401301,4.484540,-1.550616,-2.502765,-3.826747,-0.680856,0.208584,0.425834,-0.878453,0.099301;256.752647,265.638489,259.603332,258.651184,257.327202,260.473093,261.362532,261.579783,260.275495,261.253250
-1.113604;28.714705,31.192514,22.172439,14.338761,17.492011,34.857087,36.747319,32.738933,27.364895,22.344101;-3.875354,-2.543215,-3.549495,-0.340862,3.186705,-0.677447,0.877864,0.237607,2.630290,0.155485;148.386766,149.718905,148.712625,151.921258,155.448825,151.584673,153.139984,152.499727,154.892410,152.417605
5.610742;24.111633,15.499861,14.065419,28.460795,22.915752,23.136377,20.893499,16.806764,15.389387,21.340295;-4.873336,-3.156756,1.594154,-3.552410,4.005647,0.734468,-1.862299,-1.004315,0.119886,-4.949857;316.905078,318.621658,323.372568,318.226004,325.784061,322.512882,319.916115,320.774099,321.898300,316.828557
9.256361;25.225460,20.114148,12.163875,38.502945,18.088201,27.730463,14.886215,11.933900,31.079245,20.766922;-2.793552,2.150675,-2.784018,-4.658443,2.658719,-2.875406,1.258896,-1.444009,3.060482,1.809718;166.387446,171.331674,166.396981,164.522556,171.839718,166.305592,170.439895,167.736990,172.241481,170.990717
-3.930231;10.802521,20.001735,37.835838,19.204893,39.006185,33.233575,10.381698,17.784704,25.954050,37.718370;-2.115845,-4.572325,-0.453139,-3.945813,3.005821,-2.630373,-0.864380,-1.497615,2.160668,0.558972;154.998881,152.542402,156.661587,153.168914,160.120548,154.484353,156.250346,155.617111,159.275394,157.673699
8.951774;22.412406,26.366446,11.415047,28.438141,17.727808,28.097474,24.000432,32.184236,38.644935,38.812850;-3.736747,-0.129735,-2.691708,1.642493,3.446640,-0.407110,-4.378385,-4.654065,3.255703,-1.241466;230.788116,234.395127,231.833154,236.167355,237.971502,234.117753,230.146477,229.870798,237.780565,233.283396
-3.336570;34.067963,30.538201,18.913580,34.346545,33.314764,17.407506,17.763702,29.251047,35.092577,24.360293;3.227207,2.188739,0.232767,3.046484,-1.944142,1.216099,3.139828,1.748460,0.833767,3.948647;-447.196037,-448.234504,-450.190477,-447.376760,-452.367386,-449.207145,-447.283416,-448.674784,-449.589477,-446.474597
-7.917866;24.033583,32.667285,24.828267,31.212689,27.359256,38.518443,33.133897,10.054081,25.990590,11.923195;1.314975,-3.932899,-0.592431,4.228056,-4.710709,3.587710,4.061384,-1.777290,2.611442,-3.468241;-153.549524,-158.797397,-155.456929,-150.636442,-159.575208,-151.276789,-150.803115,-156.641788,-152.253057,-158.332740
1.179055;37.666202,19.120436,21.439243,10.366881,26.964550,29.906863,25.847087,38.569617,16.972715,18.145686;-4.673019,2.378022,4.410672,-1.402958,-0.768626,3.500673,-0.310531,-3.638244,3.302262,2.608599;32.535182,39.586224,41.618873,35.805244,36.439575,40.708875,36.897671,33.569957,40.510463,39.816801
-4.598565;13.693954,32.150787,12.409280,27.836439,35.848444,32.285934,23.543168,27.000413,25.451049,30.512263;-0.481511,0.328473,-2.883000,-4.917280,-0.961734,0.182572,-2.043415,4.378806,-4.841489,4.820592;124.276584,125.086567,121.875094,119.840814,123.796361,124.940666,122.714680,129.136901,119.916605,129.578686
-2.718091;37.510770,32.080556,14.826245,34.565168,30.465372,31.527155,14.793197,11.371588,14.023214,26.524793;-4.581749,-2.368714,-4.705602,-4.319291,4.206332,-3.700600,-0.618117,2.194898,-2.186724,4.704309;362.977457,365.190492,362.853604,363.239915,371.765538,363.858606,366.941089,369.754104,365.372481,372.263515
-7.771883;20.348882,34.698653,34.958338,38.403609,16.913897,11.308691,17.221514,26.347765,30.933000,10.454177;-2.643472,0.688076,4.704600,2.454280,3.819407,-2.530817,-2.883071,0.753421,4.507678,0.349600;-364.330065,-360.998517,-356.981993,-359.232313,-357.867187,-364.217410,-364.569664,-360.933172,-357.178915,-361.336993
-2.727018;30.765462,17.844106,31.926138,12.661239,20.336616,12.991668,14.989923,11.012650,27.097197,20.833208;1.464711,1.563478,-4.815000,0.020817,-1.000503,-4.280041,4.552819,3.117331,-3.843773,3.182992;110.501739,110.600506,104.222028,109.057845,108.036525,104.756987,113.589847,112.154359,105.193255,112.220020
-0.119666;38.529484,26.058665,15.545193,38.864745,16.860638,24.902538,29.978323,39.820593,26.682756,12.528278;4.431210,-3.233758,4.773832,1.250874,-2.467663,0.141842,0.648099,4.768220,-4.768654,-1.500537;-203.189337,-210.854305,-202.846715,-206.369673,-210.088210,-207.478705,-206.972448,-202.852327,-212.389201,-209.121084
-6.280252;39.568698,36.883774,16.964357,20.352389,38.179280,30.142781,27.990629,24.513202,14.364139,30.212878;-4.110708,-4.119588,4.251074,-3.564561,3.915172,-4.220962,-0.278729,4.643241,-1.916349,-0.746232;254.364829,254.355949,262.726611,254.910976,262.390709,254.254575,258.196808,263.118778,256.559188,257.729305
1.705555;30.479231,15.279813,34.631268,20.368149,16.182517,27.642012,29.752149,14.005241,16.614228,17.141728;-0.878327,-1.518042,-2.471209,1.944318,-4.735072,-0.256819,2.220716,-1.011623,2.045027,4.625493;37.537790,36.898075,35.944908,40.360435,33.681045,38.159298,40.636833,37.404495,40.461144,43.041610
3.128913;12.587217,28.482991,31.368210,34.712670,33.210273,36.709384,11.395705,12.908121,39.971329,20.473450;2.312433,1.206039,1.922312,1.171471,0.258929,-2.600739,-3.106449,-3.696947,-1.473688,3.771197;18.889274,17.782880,18.499154,17.748312,16.835770,13.976103,13.470393,12.879894,15.103153,20.348038
-4.775044;17.683841,13.127616,12.215646,26.043053,23.868755,36.269185,11.491444,25.879684,15.282317,13.662546;3.653653,-2.414307,-1.730287,0.504693,3.075349,2.075034,-4.226882,-0.251895,-3.335289,4.923856;-116.366707,-122.434666,-121.750647,-119.515667,-116.945011,-117.945326,-124.247241,-120.272255,-123.355649,-115.096504
4.985043;34.627571,12.660036,25.494509,25.064444,25.514933,15.797753,35.154734,19.262451,36.003749,28.847909;2.943458,-2.196266,-2.481913,-4.372819,-1.350042,-3.297702,-2.448496,-1.723861,2.942644,-0.982721;260.756484,255.616760,255.331113,253.440207,256.462984,254.515324,255.364530,256.089165,260.755671,256.830305
-0.354375;21.918826,18.571833,20.777500,11.592371,25.294047,37.547370,17.528653,26.363493,38.045268,21.995935;-2.792912,0.457771,4.726810,-4.518295,0.362352,-0.329950,-4.811034,-2.135210,0.874707,-0.134996;141.235203,144.485885,148.754925,139.509819,144.390466,143.698165,139.217081,141.892905,144.902822,143.893118
-6.064756;20.628815,37.403319,34.669698,28.679240,16.376988,15.200423,29.519696,33.881860,11.498566,12.974121;4.646775,2.044982,-3.573608,-4.887355,1.818088,0.850131,-0.774229,-0.138471,0.914726,2.307204;58.777818,56.176024,50.557434,49.243687,55.949130,54.981173,53.356813,53.992571,55.045768,56.438246
-6.058673;19.446430,20.703049,36.695625,36.451583,29.942197,12.980324,33.967370,23.281809,17.143021,12.923495;-0.874225,0.270671,3.480293,1.934103,4.563167,1.386394,0.500955,-3.923071,-1.963063,0.744685;-225.673336,-224.528440,-221.318819,-222.865008,-220.235945,-223.412717,-224.298156,-228.722183,-226.762174,-224.054426
4.583541;27.317002,23.115752,31.061097,11.759600,23.198973,14.619406,39.199948,25.207328,18.389708,36.233576;-1.396957,2.746997,2.900277,1.208655,-0.487781,-2.480355,-3.380466,-2.204404,-3.312818,-2.049705;269.407980,273.551934,273.705214,272.013592,270.317156,268.324582,267.424471,268.600534,267.492120,268.755232
3.022502;26.887480,25.380381,30.910100,33.540266,30.646495,22.900299,10.770197,30.897775,35.655508,19.074361;4.223900,4.615523,-3.051665,2.690178,0.917216,4.571991,2.591942,-3.017401,2.521297,-2.368719;-304.913558,-304.521935,-312.189124,-306.447280,-308.220242,-304.565467,-306.545517,-312.154860,-306.616162,-311.506177
4.273174;14.643474,31.547719,23.579390,28.848116,21.023074,37.300241,14.399833,31.147331,20.426013,21.595136;3.293680,-0.615920,-2.767783,-3.107521,1.381821,4.564730,2.947760,-2.506744,3.230326,0.344865;-78.988006,-82.897606,-85.049468,-85.389207,-80.899865,-77.716956,-79.333926,-84.788430,-79.051360,-81.936821
-9.676880;33.238965,21.352582,36.860027,38.744887,20.195721,38.224326,25.776829,27.359824,33.173960,16.267393;-0.065648,0.779462,-0.753750,-3.955006,1.398707,3.306640,-3.903147,4.636696,-0.002130,-1.608411;31.279808,32.124919,30.591706,27.390450,32.744164,34.652096,27.442310,35.982153,31.343327,29.737045
-3.095770;39.477057,33.917763,14.389370,23.040198,22.545733,18.844292,32.177349,26.503688,36.552743,26.812979;1.045211,-0.701991,4.195866,-2.981857,-4.913465,0.090401,-1.895766,-2.717788,2.737590,0.546346;143.641001,141.893799,146.791655,139.613932,137.682324,142.686190,140.700024,139.878002,145.333380,143.142135
2.437749;38.850124,12.276547,33.013903,39.899870,17.788940,18.449234,22.294101,29.086887,10.494786,33.538164;1.715492,-3.375458,3.769928,-2.291916,0.256477,-0.326406,4.005315,-1.576258,3.133509,-1.875605;-40.466655,-45.557605,-38.412219,-44.474063,-41.925670,-42.508553,-38.176832,-43.758405,-39.048638,-44.057752
8.490780;34.426396,12.051251,39.225436,12.081143,21.421244,17.773103,14.377639,26.868344,25.546812,35.892667;-2.467444,4.133599,-4.450901,-2.023144,-2.748787,-0.829449,-0.434911,-3.457699,-0.309201,2.160526;367.282338,373.883381,365.298881,367.726638,367.000995,368.920333,369.314871,366.292083,369.440581,371.910308
-2.577611;10.230114,13.838684,30.589511,36.300460,23.068841,33.340124,15.597675,28.423556,21.867208,24.060942;-4.521199,3.202730,-2.304381,-4.485857,-2.700114,4.280670,2.908246,-2.800568,0.609241,2.931525;121.845296,129.569225,124.062114,121.880638,123.666381,130.647165,129.274741,123.565928,126.975736,129.298020
-5.034369;22.714243,24.060033,17.122091,24.531538,24.006903,18.840063,29.420447,30.401118,32.408017,25.936326;-1.125706,-0.108420,4.210752,0.023020,2.495723,-2.351563,-4.657275,-4.583655,-3.530505,3.639951;255.066671,256.083957,260.403129,256.215397,258.688100,253.840814,251.535102,251.608722,252.661872,259.832328
-8.453670;21.187793,22.911670,33.692028,34.900334,10.345983,34.394863,21.645491,36.172085,16.581238,20.871790;-3.193599,4.403983,-1.213724,0.483450,1.224371,4.561258,-0.986833,-2.856484,2.558219,0.098448;-84.932932,-77.335350,-82.953057,-81.255884,-80.514962,-77.178075,-82.726167,-84.595818,-79.181114,-81.640885
0.594881;20.557656,18.535782,25.237713,20.027980,23.894042,14.513897,22.122125,10.740182,30.319305,29.282733;4.857979,2.247735,-4.656130,-2.001226,-1.353114,-4.036755,3.525695,-2.508976,-0.545403,1.399793;58.452268,55.842024,48.938159,51.593063,52.241175,49.557534,57.119984,51.085313,53.048886,54.994082
-9.992269;39.433309,31.721035,20.887954,22.621204,12.529749,25.873406,19.869068,25.702517,37.746063,28.488043;4.734353,-2.895696,-0.611270,-2.191967,4.733039,-2.147069,0.374967,-2.182441,0.168146,4.282804;-94.717679,-102.347727,-100.063301,-101.643998,-94.718992,-101.599100,-99.077065,-101.634472,-99.283885,-95.169227
4.642895;13.236222,38.519652,12.874456,17.681197,33.596484,15.404751,25.751707,29.909043,29.917950,24.961376;-3.782970,4.050704,4.141199,0.765098,-2.770252,0.742365,-4.457766,4.564113,2.888006,-1.987623;-124.625637,-116.791963,-116.701468,-120.077570,-123.612919,-120.100302,-125.300433,-116.278554,-117.954661,-122.830290
-1.475763;21.489322,39.506534,33.351046,32.649745,39.025099,27.891835,39.040351,29.061498,19.193656,27.462306;3.343380,-4.181431,-1.142557,-0.358705,0.519706,1.608901,-3.752173,-1.696905,-0.515486,4.403783;195.498730,187.973919,191.012793,191.796645,192.675056,193.764251,188.403177,190.458445,191.639864,196.559134
-9.972126;30.318020,13.391667,25.963573,34.312086,18.259664,28.980119,31.830629,39.675244,29.756520,27.555360;0.707750,0.577729,1.625753,1.082906,1.265587,-3.770841,-2.063321,-2.462438,1.373623,-1.592692;162.736289,162.606268,163.654292,163.111445,163.294126,158.257698,159.965218,159.566102,163.402162,160.435847
9.947686;30.476677,37.364163,15.744563,17.210140,21.867506,18.677586,27.848798,16.025728,11.593940,38.011163;-1.538067,-3.538295,2.505930,-1.551011,-2.272750,-1.561965,-2.028088,3.478468,-4.119215,-0.944355;361.472481,359.472253,365.516478,361.459537,360.737798,361.448583,360.982460,366.489016,358.891333,362.066193
-3.135493;29.626624,22.567926,16.604524,18.839915,13.434586,21.171184,23.440926,29.598757,17.253477,37.420638;3.505419,1.961621,-4.238994,4.322450,-0.968716,1.486683,-3.160701,-2.297623,3.106464,-0.891894;-32.391827,-33.935625,-40.136240,-31.574796,-36.865962,-34.410563,-39.057947,-38.194869,-32.790782,-36.789140
9.100310;38.598362,17.141562,21.373817,33.979151,10.442054,22.170909,38.437281,12.661639,17.858004,39.010149;-2.770056,0.608418,0.787487,-2.434201,-4.682916,-0.583958,1.006268,2.638055,-2.911101,0.423841;219.086557,222.465031,222.644099,219.422412,217.173697,221.272654,222.862881,224.494668,218.945512,222.280454
-1.355265;32.249564,39.463687,24.640770,37.272017,10.924592,33.544035,33.430626,13.464642,21.311971,26.134528;-3.860977,-3.068059,-1.066948,-0.269388,-4.719978,-0.689536,-1.564404,0.013757,1.459408,-1.913078;449.652156,450.445075,452.446186,453.243746,448.793155,452.823597,451.948730,453.526890,454.972542,451.600055
-4.069497;34.746853,28.334391,16.282362,10.693192,33.309263,32.335867,16.636686,34.109048,27.021335,32.377607;4.732816,2.639754,-4.103537,3.859798,1.524433,2.930940,-1.421827,1.740138,-1.658465,4.348427;-463.686540,-465.779602,-472.522893,-464.559558,-466.894924,-465.488416,-469.841183,-466.679218,-470.077821,-464.070929
-3.177205;24.810025,33.094448,10.241719,28.864063,33.968924,37.779989,39.428220,37.127926,38.337565,20.846594;-2.635257,0.315003,-3.990980,-1.943255,4.859613,-3.092787,-1.611468,-2.641014,4.422966,-3.552813;194.418830,197.369090,193.063107,195.110833,201.913700,193.961300,195.442619,194.413073,201.477053,193.501275
-1.769203;12.356136,12.054925,10.986731,31.656319,21.041735,39.953652,33.927685,23.019602,22.606457,34.193660;3.795296,-3.688102,-2.001999,-0.548117,1.223147,3.172851,1.271087,-1.449671,-4.471749,2.282893;-76.111153,-83.594551,-81.908448,-80.454566,-78.683302,-76.733598,-78.635362,-81.356120,-84.378198,-77.623555
9.981371;21.932063,37.830528,26.755472,25.279627,18.428066,32.115207,21.705537,27.956342,31.431964,22.550963;-4.091110,-4.670704,1.461203,-0.893853,-2.533442,4.536891,2.266058,0.326107,4.145175,-0.070467;-3.609727,-4.189321,1.942586,-0.412469,-2.052058,5.018274,2.747442,0.807490,4.626558,0.410917
5.230907;23.174279,10.919577,31.494918,22.702012,18.828588,10.766744,30.799889,30.419747,36.956867,28.617391;4.233026,-1.038593,-4.076632,-2.763232,-0.211177,3.398557,0.428934,1.326234,1.669412,0.950279;-36.761095,-42.032714,-45.070753,-43.757353,-41.205298,-37.595564,-40.565187,-39.667887,-39.324709,-40.043842
6.186822;25.047100,29.208659,11.292949,20.224235,16.536008,34.808825,11.670389,27.202512,32.422207,19.161025;1.614524,-3.902239,-0.696240,-0.173305,0.414134,-4.491827,4.187931,-3.365137,0.717022,1.337898;258.755873,253.239110,256.445110,256.968044,257.555484,252.649522,261.329280,253.776212,257.858371,258.479247
-6.252123;20.828442,39.115474,34.311099,18.518855,28.570772,18.283662,20.854860,21.830264,24.668385,27.698639;2.083326,2.552298,-4.507253,2.949839,4.882341,2.959084,-1.787637,3.453724,-2.805863,-4.454864;-61.006548,-60.537576,-67.597127,-60.140035,-58.207533,-60.130790,-64.877511,-59.636150,-65.895737,-67.544738
-1.050156;35.670524,38.125398,14.089894,26.565802,10.932767,17.703857,15.147652,38.286833,39.401408,18.198900;-1.852443,3.730311,-4.307020,-2.145846,-0.750852,1.884224,0.223074,4.003101,-0.863851,-0.464761;-75.239875,-69.657121,-77.694452,-75.533277,-74.138284,-71.503208,-73.164357,-69.384331,-74.251282,-73.852193
-9.684792;32.014420,27.496356,11.596101,36.596632,19.565707,12.355182,26.025037,27.727087,26.627761,36.531358;-4.938501,2.922092,-2.173234,3.028720,1.987240,-3.795731,2.410376,-1.430942,4.454656,-3.900129;11.967185,19.827778,14.732452,19.934406,18.892926,13.109955,19.316062,15.474744,21.360342,13.005557
0.488461;12.351238,25.231580,11.174446,26.524276,39.530817,30.009929,15.851057,31.743771,28.341200,27.466009;3.875523,-4.060328,3.158364,3.087614,1.662168,3.322050,-4.519034,-3.506885,-1.364879,2.063011;-33.850789,-41.786640,-34.567948,-34.638697,-36.064144,-34.404262,-42.245346,-41.233197,-39.091191,-35.663301
-0.934963;34.360476,30.874035,10.675484,13.763719,33.285873,25.707843,25.555364,35.797570,20.259113,11.433007;1.341710,-0.435396,-1.627307,1.994549,3.577515,2.825027,4.701069,4.197263,0.407433,-3.208562;-451.827635,-453.604741,-454.796652,-451.174797,-449.591830,-450.344318,-448.468276,-448.972082,-452.761912,-456.377907
6.748531;14.864011,19.261221,33.022709,18.655390,39.075420,12.907035,32.978325,17.870917,24.116680,11.310655;2.984765,-4.489764,-0.193459,-2.950631,-1.315535,1.521704,-3.616143,3.888529,-2.076261,3.758180;224.778243,217.303715,221.600019,218.842847,220.477943,223.315182,218.177335,225.682007,219.717217,225.551658
3.918839;22.412211,38.298058,21.861664,29.941970,26.157340,17.310553,16.405127,10.513886,38.185706,23.889158;3.927725,2.236485,4.229607,-4.145870,-1.891636,1.985224,0.145183,1.691838,-4.789735,0.025624;67.563917,65.872677,67.865798,59.490321,61.744556,65.621415,63.781374,65.328030,58.846457,63.661816
-6.489913;19.557985,24.914358,34.881892,21.092853,20.934093,23.748382,35.088953,29.071102,39.592722,11.954838;2.220446,-0.375074,2.560084,4.928095,-0.703053,-4.563974,-2.052922,-0.182230,3.483922,3.295133;-182.410074,-185.005595,-182.070437,-179.702426,-185.333573,-189.194495,-186.683443,-184.812751,-181.146599,-181.335388
-9.774923;18.829060,27.211819,16.577464,35.802543,29.608192,12.468377,13.904329,26.325329,23.641401,11.584112;-4.076465,2.950724,4.361337,1.386773,1.068774,3.043025,1.297231,3.898084,-0.990346,-0.089861;-283.532012,-276.504822,-275.094210,-278.068774,-278.386773,-276.412522,-278.158316,-275.557463,-280.445892,-279.545407
