8.467593,-1.395852,-6.303674,8.097619,9.594968,-1.222601,-7.777616,-4.838706,-1.825603,1.897921;-3.777954,8.467593,-1.395852,-6.303674,8.097619,9.594968,-1.222601,-7.777616,-4.838706,-1.825603;1885.522463,1358.863698,626.855334,2459.960615,408.408739,1556.186020,815.670438,472.360110,476.776120,524.634574
-9.415594,8.577083,4.606617,-0.227821,1.570501,-5.254328,-0.823023,9.261771,0.936114,0.422717;6.020292,-9.415594,8.577083,4.606617,-0.227821,1.570501,-5.254328,-0.823023,9.261771,0.936114;2699.307852,3554.006149,474.287772,550.359693,348.981418,782.424801,513.006444,1333.672552,1009.807353,319.277579
-4.762576,-3.292863,3.594559,-7.268937,4.424550,-7.864763,3.075147,-0.116521,5.581034,4.300742;-8.025754,-4.762576,-3.292863,3.594559,-7.268937,4.424550,-7.864763,3.075147,-0.116521,5.581034;431.540869,346.658123,799.423406,1505.213070,1692.433991,1835.329632,1521.873808,426.925018,649.678969,341.449055
7.188846,6.109788,1.534430,-6.341551,-5.201360,7.730239,-9.426517,-0.201972,-6.641457,9.573613;2.353328,7.188846,6.109788,1.534430,-6.341551,-5.201360,7.730239,-9.426517,-0.201972,-6.641457;606.551441,384.372720,582.068092,993.039822,385.729418,2044.991452,3316.271698,1223.651320,787.398719,3002.014044
-7.002691,3.192105,0.371899,9.459491,2.979830,6.006612,-0.924046,-1.352170,6.506276,-8.330604;4.448792,-7.002691,3.192105,0.371899,9.459491,2.979830,6.006612,-0.924046,-1.352170,6.506276;1532.604300,1260.578369,300.775302,1047.082999,641.099769,312.853743,701.579782,223.072574,838.791380,2422.569637
-1.366977,-9.690257,9.681274,-6.656632,-7.875673,-2.551805,-6.037632,-0.206247,-3.210132,9.032609;-4.160318,-1.366977,-9.690257,9.681274,-6.656632,-7.875673,-2.551805,-6.037632,-0.206247,-3.210132;518.630589,1133.373053,4193.165515,3109.874824,455.463622,724.038699,562.112886,780.653481,530.836225,1939.450084
0.782529,3.962110,3.330558,-6.437351,-7.439712,9.981608,-6.577579,-9.347984,1.223996,7.637330;3.326777,0.782529,3.962110,3.330558,-6.437351,-7.439712,9.981608,-6.577579,-9.347984,1.223996;456.161595,492.526989,395.418211,1345.550127,401.476907,3426.453500,3133.496227,468.181064,1509.097123,802.738179
-7.587768,1.790150,-5.476246,-2.307618,1.659728,-4.963878,-4.191187,2.341818,-4.694382,6.487525;-0.359559,-7.587768,1.790150,-5.476246,-2.307618,1.659728,-4.963878,-4.191187,2.341818,-4.694382;748.752594,1105.735900,754.287669,326.684637,383.680824,665.004006,232.253058,653.084012,721.363580,1476.633019
-3.745622,-6.770305,-6.424676,-1.542286,-8.115413,1.970473,-0.581515,3.918986,3.997757,2.770615;-1.494814,-3.745622,-6.770305,-6.424676,-1.542286,-8.115413,1.970473,-0.581515,3.918986,3.997757;305.413894,346.239561,255.947091,493.129824,686.812484,1272.003582,319.878938,457.297603,254.814546,269.811269
2.219173,5.576045,-1.530942,-8.183534,-4.670570,-6.926866,-4.379894,-1.198297,0.542855,-0.851513;-7.887416,2.219173,5.576045,-1.530942,-8.183534,-4.670570,-6.926866,-4.379894,-1.198297,0.542855;1342.562450,433.816889,826.223581,763.700907,444.540183,372.039708,386.001664,422.356593,351.447120,340.573623
-5.519199,3.356655,6.887843,-3.110752,5.610393,3.506641,-9.865694,2.043410,-2.264576,8.319825;-4.904197,-5.519199,3.356655,6.887843,-3.110752,5.610393,3.506641,-9.865694,2.043410,-2.264576;295.609015,1079.634563,416.519663,1291.545735,1052.410406,336.084448,2080.020176,1710.094188,477.414156,1412.122178
-6.945576,-3.177508,2.147784,-6.165095,4.768537,-5.143008,8.348487,-4.618768,5.310000,-6.226760;-0.530280,-6.945576,-3.177508,2.147784,-6.165095,4.768537,-5.143008,8.348487,-4.618768,5.310000;703.227045,433.650211,575.254200,982.706437,1487.109856,1274.054046,2111.871176,1973.163887,1277.471295,1622.635333
4.185634,-5.275388,-7.612075,2.146079,-0.997246,-0.825490,3.238895,5.405710,-2.995640,3.240192;-5.821302,4.185634,-5.275388,-7.612075,2.146079,-0.997246,-0.825490,3.238895,5.405710,-2.995640;1220.637332,1114.359200,273.850772,1171.465397,318.054642,219.544731,384.441998,266.200613,925.076553,608.105700
2.911037,-0.410736,2.786339,0.894322,2.946230,0.877719,4.420932,0.449906,9.874092,-5.626467;8.796589,2.911037,-0.410736,2.786339,0.894322,2.946230,0.877719,4.420932,0.449906,9.874092;510.586095,274.530641,266.401750,199.986166,206.292122,206.976257,289.732518,321.879381,1052.341769,2566.862434
-7.222516,3.925327,-8.123599,0.508088,0.606884,7.222796,-0.302933,-2.130873,3.428623,4.825159;-6.159433,-7.222516,3.925327,-8.123599,0.508088,0.606884,7.222796,-0.302933,-2.130873,3.428623;278.484225,1509.926737,1718.948999,1012.243070,267.280379,704.885669,833.548825,300.596398,576.262681,286.685902
-2.105850,3.668317,4.080949,-1.153892,-9.608448,-3.382842,-1.513810,-4.594592,-6.058924,6.434424;4.726801,-2.105850,3.668317,4.080949,-1.153892,-9.608448,-3.382842,-1.513810,-4.594592,-6.058924;730.833669,597.392480,265.684984,538.017872,978.777476,651.563931,298.915157,358.894483,285.425035,1824.819715
3.425287,-1.227100,6.670012,5.377085,-6.654929,7.239610,9.797443,0.288469,7.685620,1.760521;-3.448691,3.425287,-1.227100,6.670012,5.377085,-6.654929,7.239610,9.797443,0.288469,7.685620;774.586062,518.517345,925.714047,318.786826,1749.763869,2232.652274,367.495349,1206.276081,849.248705,653.138251
-0.096460,-6.205792,-0.099884,-7.047836,-8.900517,7.014253,1.211191,8.592177,3.933344,1.655819;3.573046,-0.096460,-6.205792,-0.099884,-7.047836,-8.900517,7.014253,1.211191,8.592177,3.933344;460.858098,699.444783,699.026547,808.945754,360.529663,2859.004592,662.960770,870.995035,543.252655,378.076564
8.017050,1.493224,6.903564,4.772806,1.719741,-5.065309,3.328324,-8.330344,2.519196,3.218891;-0.038114,8.017050,1.493224,6.903564,4.772806,1.719741,-5.065309,3.328324,-8.330344,2.519196;880.593099,657.339414,524.454152,277.137727,324.948503,692.105499,936.267325,1590.981849,1408.861496,236.632174
-5.811898,1.045827,2.597668,-9.360180,2.294268,-2.751771,-9.009348,-0.208600,-6.149792,-7.538325;6.897113,-5.811898,1.045827,2.597668,-9.360180,2.294268,-2.751771,-9.009348,-0.208600,-6.149792;1974.773895,829.868025,383.666184,1789.485224,1717.845680,614.209193,751.156865,1134.115772,712.561690,378.864321
-0.192854,7.059963,7.478548,-4.594113,-5.830773,1.299591,2.806237,-1.659421,-5.880490,8.958662;-7.521354,-0.192854,7.059963,7.478548,-4.594113,-5.830773,1.299591,2.806237,-1.659421,-5.880490;825.519755,814.484165,290.202720,1745.942136,303.743853,796.871528,311.150381,487.871553,466.624798,2490.454941
8.688102,9.687966,7.178776,5.711180,0.267548,-6.447951,-2.028210,-7.321375,-9.382209,8.782834;7.208811,8.688102,9.687966,7.178776,5.711180,0.267548,-6.447951,-2.028210,-7.321375,-9.382209;497.606585,485.720841,538.683903,497.261960,772.054793,926.702853,671.064644,755.899511,518.193933,3775.411488
-6.457849,3.256161,-3.383420,7.969723,-7.636896,9.768359,0.799642,4.138348,9.989832,-4.243013;-8.915210,-6.457849,3.256161,-3.383420,7.969723,-7.636896,9.768359,0.799642,4.138348,9.989832;529.385359,1412.619141,909.839531,1757.937655,2904.664628,3498.428008,1273.377902,580.468733,811.397780,2494.738040
8.103071,3.507824,-0.630636,8.242649,-7.919769,4.910921,4.725349,1.237229,-6.316118,1.944227;-5.821067,8.103071,3.507824,-0.630636,8.242649,-7.919769,4.910921,4.725349,1.237229,-6.316118;2259.518464,531.865365,491.970831,1108.054310,2932.939909,1966.968410,321.046728,442.372210,891.232798,1003.035361
-3.852662,-0.878847,-7.966612,9.907795,-3.358143,-4.053064,-8.759096,-4.035121,-9.072975,0.108563;-8.132590,-3.852662,-0.878847,-7.966612,9.907795,-3.358143,-4.053064,-8.759096,-4.035121,-9.072975;719.993402,625.251372,1039.179788,3731.759737,2296.666674,541.644738,758.282957,759.974994,790.615338,1379.821913
-9.793268,-9.031053,3.358322,2.069360,0.522049,4.594189,4.145070,5.627541,-4.240460,3.850640;4.926269,-9.793268,-9.031053,3.358322,2.069360,0.522049,4.594189,4.145070,5.627541,-4.240460;2477.799567,316.961819,1846.118400,327.766361,335.093805,476.975324,313.169192,333.129324,1284.926652,965.811138
5.979206,4.686822,-8.973362,-8.542294,-8.229451,5.967017,8.860163,3.674311,-7.358341,4.454491;7.809514,5.979206,4.686822,-8.973362,-8.542294,-8.229451,5.967017,8.860163,3.674311,-7.358341;557.428208,540.630495,2389.934190,525.786132,524.906643,2539.324996,607.630843,792.858475,1741.122109,1919.357857
-8.275309,-2.671268,-2.616024,3.700569,1.958833,5.787279,-2.646942,-5.879443,-8.266669,5.438678;7.338606,-8.275309,-2.671268,-2.616024,3.700569,1.958833,5.787279,-2.646942,-5.879443,-8.266669;2768.335161,644.444507,330.422189,729.385188,360.728139,476.961671,1041.752425,434.882309,387.380162,2208.757142
-8.170025,-1.893692,-7.903075,-7.754321,5.688558,-4.168594,2.070669,9.288453,-1.350300,3.895044;0.617445,-8.170025,-1.893692,-7.903075,-7.754321,5.688558,-4.168594,2.070669,9.288453,-1.350300;1144.774058,766.501334,733.704573,372.798956,2179.687521,1344.212026,761.861633,893.541819,1504.408431,647.714016
-9.255307,3.465898,-1.408711,-0.965215,2.197143,-8.811934,-3.683771,5.454443,3.928660,-7.493356;-4.541224,-9.255307,3.465898,-1.408711,-0.965215,2.197143,-8.811934,-3.683771,5.454443,3.928660;521.910933,1917.975848,537.303267,301.652011,399.690253,1511.682991,562.665669,1134.754652,322.965261,1604.309660
-7.159455,-6.634974,-6.075022,-3.650404,-3.671420,-5.648734,-4.979163,7.858448,4.064464,1.114759;-8.028118,-7.159455,-6.634974,-6.075022,-3.650404,-3.671420,-5.648734,-4.979163,7.858448,4.064464;443.811871,439.016918,439.401582,495.053793,436.270531,475.363813,440.749364,2084.308724,580.209231,523.273748
-2.064014,-8.520105,3.681921,-1.952233,9.656704,-1.956320,2.413439,-6.912604,-2.373096,-6.777321;-4.844155,-2.064014,-8.520105,3.681921,-1.952233,9.656704,-1.956320,2.413439,-6.912604,-2.373096;387.038203,726.557450,1798.640715,627.183333,1657.420612,1658.369682,500.694301,1179.497092,515.817670,503.718291
-2.807874,1.166384,4.850907,-1.513304,-1.412884,-7.502545,-9.511320,-4.196295,-3.649588,3.073803;-1.547087,-2.807874,1.166384,4.850907,-1.513304,-1.412884,-7.502545,-9.511320,-4.196295,-3.649588;295.280525,437.331931,415.141814,684.416592,279.485535,650.224355,319.736458,561.879599,282.373572,731.424562
-8.029625,6.471489,-6.499805,-6.728602,3.319744,7.887788,0.331164,4.054046,-6.928192,9.069141;-5.756736,-8.029625,6.471489,-6.499805,-6.728602,3.319744,7.887788,0.331164,4.054046,-6.928192;450.217039,2501.380062,2081.101649,399.080258,1408.249379,607.226964,969.582342,537.155281,1604.652427,2957.703687
-4.892265,-9.589285,8.473512,3.073998,8.652271,-6.729753,8.421945,5.893158,1.547884,-1.199288;-6.385245,-4.892265,-9.589285,8.473512,3.073998,8.652271,-6.729753,8.421945,5.893158,1.547884;481.473082,679.803105,3721.829468,750.730766,770.354571,2825.249846,2754.922647,523.130858,647.997242,534.652742
6.290795,5.781470,7.045278,0.112732,2.713228,9.017888,-1.120717,-8.799624,7.334998,2.623775;-3.651443,6.290795,5.781470,7.045278,0.112732,2.713228,9.017888,-1.120717,-8.799624,7.334998;1306.188467,320.301587,333.679560,798.309331,385.333231,715.194910,1345.620622,907.363548,2920.967590,539.663712
6.831202,4.684594,1.420517,-6.462899,9.147680,-4.693559,8.491618,-5.524592,-2.528724,-8.249993;-2.592746,6.831202,4.684594,1.420517,-6.462899,9.147680,-4.693559,8.491618,-5.524592,-2.528724;1214.414472,372.385766,432.848455,947.789036,2763.208370,2242.105682,2064.795483,2290.847884,416.058764,653.635718
6.262256,-2.333874,2.345585,1.509897,0.601034,-4.498605,-5.027421,-0.967225,-5.445743,6.088992;4.916950,6.262256,-2.333874,2.345585,1.509897,0.601034,-4.498605,-5.027421,-0.967225,-5.445743;186.458853,907.294848,387.333652,175.344090,176.620676,428.423532,171.156818,333.212288,368.931669,1498.861505
7.707189,7.980098,2.518753,-7.242620,-5.643968,-6.357178,-9.163603,-7.861167,2.328870,8.793220;0.682751,7.707189,7.980098,2.518753,-7.242620,-5.643968,-6.357178,-9.163603,-7.861167,2.328870;939.338820,446.656368,744.174517,1398.755540,471.468458,450.998266,524.671745,462.874968,1484.280020,863.789849
0.556937,-1.768130,2.052764,5.010401,1.670663,1.035850,1.671412,0.236398,-8.348145,4.391403;3.603567,0.556937,-1.768130,2.052764,5.010401,1.670663,1.035850,1.671412,0.236398,-8.348145;213.521414,174.761156,266.694138,208.177973,232.240296,124.731699,124.741212,141.294472,857.645754,1743.662693
3.875752,-9.803955,6.864267,8.446640,5.419084,-9.146803,-2.436277,4.086792,4.590261,-5.514459;5.657441,3.875752,-9.803955,6.864267,8.446640,5.419084,-9.146803,-2.436277,4.086792,4.590261;424.985567,2264.585310,3171.537556,418.280454,484.902330,2514.892131,843.552946,818.745794,395.776209,1414.294966
-0.204724,-6.135093,7.917831,-8.018207,-9.116689,1.145903,5.449901,-3.761199,-6.420350,-3.220886;-8.018094,-0.204724,-6.135093,7.917831,-8.018207,-9.116689,1.145903,5.449901,-3.761199,-6.420350;1073.259874,814.465121,2437.619278,3002.345530,474.838922,1515.980185,648.016313,1311.215973,533.483176,565.138003
7.888955,-7.249068,-2.199902,8.547124,8.349877,4.271480,2.366748,-3.134242,8.720547,-7.504519;-0.286967,7.888955,-7.249068,-2.199902,8.547124,8.349877,4.271480,2.366748,-3.134242,8.720547;996.106594,2619.247104,582.590448,1482.635359,328.038703,493.982809,363.929697,630.258531,1733.009794,2960.177212
-2.787269,5.130191,-1.721985,-0.153098,3.894865,9.454678,-3.444901,6.756064,4.781445,9.083489;2.389431,-2.787269,5.130191,-1.721985,-0.153098,3.894865,9.454678,-3.444901,6.756064,4.781445;457.103983,815.983429,658.644932,213.735855,352.981797,498.236997,1853.113040,1229.718545,228.112994,374.197663
-5.181900,4.300900,7.123646,-4.369846,4.621017,-7.244742,6.734456,-7.227966,1.764188,-2.676864;-0.973188,-5.181900,4.300900,7.123646,-4.369846,4.621017,-7.244742,6.734456,-7.227966,1.764188;478.727045,1200.829526,381.273432,1622.598076,1109.950626,1709.556812,2255.774214,2251.086598,1110.182733,498.823909
3.502248,-2.779559,2.405569,6.223018,-9.614850,-8.322530,9.496033,3.026991,-5.375244,-1.930177;1.728792,3.502248,-2.779559,2.405569,6.223018,-9.614850,-8.322530,9.496033,3.026991,-5.375244;398.304069,761.463641,635.708084,512.581787,2875.233283,383.553532,3541.864544,785.337740,1072.828023,485.537441
-3.152530,4.719323,5.893643,0.898118,3.724469,7.872654,-8.904164,-3.926772,-9.076169,-6.090465;-9.051971,-3.152530,4.719323,5.893643,0.898118,3.724469,7.872654,-8.904164,-3.926772,-9.076169;782.661968,1054.288662,448.418222,684.180666,514.510564,606.702307,3249.244210,682.372239,699.790788,523.772240
-1.334789,-0.587506,1.214268,-4.618169,4.980369,0.077755,2.936193,-3.845088,-7.225507,-0.488541;6.779392,-1.334789,-0.587506,1.214268,-4.618169,4.980369,0.077755,2.936193,-3.845088,-7.225507;842.958379,190.143411,217.022983,524.732345,1105.878500,424.915319,266.265760,644.416903,298.831411,638.426193
7.922227,1.950532,7.680335,8.874631,0.983162,4.567736,1.535166,-9.482851,-1.069380,2.926039;6.016406,7.922227,1.950532,7.680335,8.874631,0.983162,4.567736,1.535166,-9.482851,-1.069380;344.131216,664.421138,636.116112,322.073100,930.562509,436.301429,399.774508,1521.776551,1015.674466,467.443444
-8.558969,-1.865462,3.338631,8.674513,6.219001,-0.309035,5.134984,-1.659051,9.435720,9.759494;3.077012,-8.558969,-1.865462,3.338631,8.674513,6.219001,-0.309035,5.134984,-1.659051,9.435720;1646.508134,740.578035,563.373411,577.264061,352.843056,718.700075,588.921041,754.136771,1523.487026,293.595935
-5.886553,7.993020,5.251711,7.649726,-4.300996,3.464520,3.285598,-7.543700,-1.853632,-4.494261;-0.992128,-5.886553,7.993020,5.251711,7.649726,-4.300996,3.464520,3.285598,-7.543700,-1.853632;522.681758,2209.553287,358.275566,340.632591,1711.325327,886.160104,283.447944,1455.864812,606.896620,352.857053
4.275912,7.688101,4.417113,-9.627745,3.495529,-1.229824,-1.243596,-7.659264,6.293634,-3.502891;-0.871508,4.275912,7.688101,4.417113,-9.627745,3.495529,-1.229824,-1.243596,-7.659264,6.293634;567.788650,419.259714,409.822951,2275.409700,2025.032525,526.118956,302.831257,714.437215,2249.662819,1262.548384
6.637427,-7.313233,-8.790665,-8.315059,-6.722034,-3.515602,-3.965464,-9.766380,0.798102,-8.092546;-1.998405,6.637427,-7.313233,-8.790665,-8.315059,-6.722034,-3.515602,-3.965464,-9.766380,0.798102;1258.916221,2459.349430,534.968334,515.402306,538.517596,615.952363,515.164065,849.646531,1629.223110,1303.576522
7.754784,-8.707328,-1.276301,6.532590,-2.109306,2.269498,6.372815,7.724701,8.622233,-6.184307;-8.579258,7.754784,-8.707328,-1.276301,6.532590,-2.109306,2.269498,6.372815,7.724701,8.622233;3078.888685,3120.890674,963.080865,1020.666987,1157.702940,602.618438,579.251308,429.155158,418.934831,2603.215344
3.907799,4.403292,-3.062096,0.339808,1.133893,-6.870096,1.241121,3.896066,-1.470889,6.725408;2.401101,3.907799,4.403292,-3.062096,0.339808,1.133893,-6.870096,1.241121,3.896066,-1.470889;138.145606,117.899354,672.764463,231.173768,121.749916,756.082499,773.362554,185.931541,403.486285,787.237178
-2.201387,1.818095,-0.812399,-8.993200,-5.426248,6.683781,-9.687106,7.274217,-8.438619,3.380852;-7.813315,-2.201387,1.818095,-0.812399,-8.993200,-5.426248,6.683781,-9.687106,7.274217,-8.438619;822.948526,669.573440,577.206096,1177.266215,635.242590,1974.539283,3188.070660,3384.876059,2976.943355,1905.010014
2.347803,0.402588,7.277364,-8.046042,8.161044,-7.839666,0.339935,-7.136880,1.187411,-9.908408;6.644430,2.347803,0.402588,7.277364,-8.046042,8.161044,-7.839666,0.339935,-7.136880,1.187411;535.979056,389.207719,823.994571,2699.436843,2978.065369,2911.596363,1020.427871,910.396683,1044.307307,1582.541086
0.339580,-6.579040,8.771157,1.809664,-1.187306,8.838379,3.118276,-0.961086,6.793948,0.652470;3.231924,0.339580,-6.579040,8.771157,1.809664,-1.187306,8.838379,3.118276,-0.961086,6.793948;315.689713,710.706219,2588.318660,716.657152,321.851488,1237.176795,559.228892,398.445161,833.438759,609.210765
-1.927427,-2.196481,-2.791022,-7.194893,-4.797396,-8.263698,-1.412053,-4.854344,-4.048892,-1.502832;6.667271,-1.927427,-2.196481,-2.791022,-7.194893,-4.797396,-8.263698,-1.412053,-4.854344,-4.048892;1056.130304,318.165867,320.976753,511.382734,374.921868,437.594450,786.892318,435.935641,323.929493,382.266207
-4.638480,-6.502159,-7.227021,1.977712,8.021158,8.787595,-5.576311,-0.346572,-2.479778,0.475601;-7.150319,-4.638480,-6.502159,-7.227021,1.977712,8.021158,8.787595,-5.576311,-0.346572,-2.479778;453.348952,424.988588,395.509853,1237.526661,755.487990,396.129866,2453.473619,663.757242,435.761250,477.598222
2.902576,1.046197,-5.637825,5.447324,-5.439434,-2.582706,7.818576,7.127538,-1.951329,-3.639618;4.119015,2.902576,1.046197,-5.637825,5.447324,-5.439434,-2.582706,7.818576,7.127538,-1.951329;239.038985,258.703162,671.003278,1453.047171,1409.456692,305.850681,1306.108419,229.017077,1048.500027,252.744923
-3.269341,-6.245741,-3.561456,-1.922866,0.971326,-9.025228,1.054643,-4.503772,-5.169965,-5.137096;-6.413963,-3.269341,-6.245741,-3.561456,-1.922866,0.971326,-9.025228,1.054643,-4.503772,-5.169965;422.800352,412.503442,395.967743,350.763690,407.677360,1323.224847,1339.951855,632.873625,328.352034,323.924703
0.861244,-1.219256,-4.251455,0.033182,5.230924,5.248161,1.521118,4.953257,2.910690,-7.535610;2.505104,0.861244,-1.219256,-4.251455,0.033182,5.230924,5.248161,1.521118,4.953257,2.910690;118.243087,134.505106,183.162617,274.801450,361.385502,91.223298,230.128818,209.016089,132.941111,1182.472112
8.924603,8.128865,-2.146308,-9.502895,3.428736,6.743413,9.429993,-8.861342,-0.993524,1.649406;-4.412161,8.924603,8.128865,-2.146308,-9.502895,3.428736,6.743413,9.429993,-8.861342,-0.993524;2252.984817,480.624125,1530.084108,1015.485840,2146.563009,584.162961,546.469264,3820.021522,1093.317827,544.142918
-6.284435,-6.139204,-3.167118,8.657958,-2.186649,-4.535666,-6.961058,-2.057823,-2.505551,-7.377706;9.243221,-6.284435,-6.139204,-3.167118,8.657958,-2.186649,-4.535666,-6.961058,-2.057823,-2.505551;2784.887852,374.017965,462.139983,1772.131227,1549.862094,428.985833,432.632335,614.224204,375.811644,611.186007
-5.574685,6.741129,9.421505,6.927458,0.119989,-4.422488,4.932344,-5.261392,9.146906,2.405201;2.846305,-5.574685,6.741129,9.421505,6.927458,0.119989,-4.422488,4.932344,-5.261392,9.146906;1046.001357,1853.663437,408.714757,399.073315,800.286909,543.211580,1211.999474,1375.993307,2412.861115,791.376468
9.768785,-8.200024,-3.581179,0.228179,-8.787873,4.513758,1.131115,0.587198,6.599649,7.175181;-1.923133,9.768785,-8.200024,-3.581179,0.228179,-8.787873,4.513758,1.131115,0.587198,6.599649;1698.361720,3560.133245,544.689492,476.464354,1144.244097,2100.686170,445.775031,334.310717,692.847882,334.664632
7.007147,8.232948,2.785523,-4.892594,-8.226683,6.765112,1.694372,8.962175,-8.779421,1.692826;-4.170857,7.007147,8.232948,2.785523,-4.892594,-8.226683,6.765112,1.694372,8.962175,-8.779421;1680.411316,445.959437,727.677987,1020.468343,542.095043,2678.472696,688.057515,959.143044,3578.575868,1527.613211
-6.604659,-7.046884,-0.478406,8.162048,1.043501,-9.341202,-8.922741,6.101265,-0.972503,-2.347075;1.419822,-6.604659,-7.046884,-0.478406,8.162048,1.043501,-9.341202,-8.922741,6.101265,-0.972503;1055.479696,413.512509,843.006013,1158.131320,918.294100,1489.977370,413.307966,2668.764449,911.938736,430.451369
-4.723319,5.175325,9.904320,-6.268571,5.622905,-6.084040,9.847179,6.045231,-1.515466,4.577277;-3.817271,-4.723319,5.175325,9.904320,-6.268571,5.622905,-6.084040,9.847179,6.045231,-1.515466;395.333481,1366.955880,610.758130,3002.748206,1801.196387,1757.650045,2925.161914,531.672348,958.765678,758.339449
1.176411,-6.323141,-0.041024,0.356912,9.884860,7.097034,9.248079,3.578820,-1.929972,8.699582;5.273466,1.176411,-6.323141,-0.041024,0.356912,9.884860,7.097034,9.248079,3.578820,-1.929972;440.658374,835.232560,667.449731,274.383268,1180.617710,350.519509,319.069691,594.204672,576.267677,1402.673911
-3.913021,1.603837,0.619289,8.024162,0.811009,-1.360388,0.853340,4.248296,-9.666506,6.018418;-8.971034,-3.913021,1.603837,0.619289,8.024162,0.811009,-1.360388,0.853340,4.248296,-9.666506;559.197097,607.719331,313.055477,851.683550,823.657950,350.511755,352.368033,418.619424,2239.579244,2763.530352
-1.920613,-6.415370,9.378500,-1.850885,6.889748,2.306502,-2.467778,7.543635,5.697049,-0.700914;-0.577963,-1.920613,-6.415370,9.378500,-1.850885,6.889748,2.306502,-2.467778,7.543635,5.697049;275.664546,459.665947,2752.100880,1518.628372,1021.624143,467.698898,485.574992,1259.921448,291.736275,666.976750
-3.777807,-8.575309,-6.360391,-8.140221,-0.730215,-9.813350,8.300518,2.854835,-9.971619,-9.392295;0.802117,-3.777807,-8.575309,-6.360391,-8.140221,-0.730215,-9.813350,8.300518,2.854835,-9.971619;759.065733,779.468901,598.367321,580.986685,1098.390659,1374.342071,3830.430845,845.863391,2194.487832,552.664874
1.880741,-5.178319,6.827382,7.144255,9.272244,-0.222004,-5.593798,-5.475827,0.735756,5.242194;-8.177996,1.880741,-5.178319,6.827382,7.144255,9.272244,-0.222004,-5.593798,-5.475827,0.735756;1362.082777,848.604066,1791.669402,351.304939,395.584213,1251.708360,638.862529,350.440024,736.138520,553.380695
